date,time,origin,destination,total_count
2018-02-2,20:00:00,BS,PG,92
2018-02-2,20:00:00,BS,PL,40
2018-02-2,20:00:00,BS,PN,40
2018-02-2,20:00:00,BS,PR,49
2018-02-2,20:00:00,BS,QT,96
2018-02-2,20:00:00,BS,RC,62
2018-02-2,20:00:00,BS,RV,40
2018-02-2,20:00:00,BS,SB,115
2018-02-2,20:00:00,BS,SE,190
2018-02-2,20:00:00,BS,SG,508
2018-02-2,20:00:00,BS,SI,40
2018-02-2,20:00:00,BS,SK,40
2018-02-2,20:00:00,BS,SL,40
2018-02-2,20:00:00,BS,SM,40
2018-02-2,20:00:00,BS,SR,40
2018-02-2,20:00:00,BS,TM,127
2018-02-2,20:00:00,BS,TN,40
2018-02-2,20:00:00,BS,TP,693
2018-02-2,20:00:00,BS,TS,40
2018-02-2,20:00:00,BS,WC,40
2018-02-2,20:00:00,BS,WD,188
2018-02-2,20:00:00,BS,YS,288
2018-02-2,21:00:00,BS,AM,1071
2018-02-2,21:00:00,BS,BD,134
2018-02-2,21:00:00,BS,BK,69
2018-02-2,21:00:00,BS,BM,85
2018-02-2,21:00:00,BS,BP,63
2018-02-2,21:00:00,BS,BS,2012
2018-02-2,21:00:00,BS,BT,104
2018-02-2,21:00:00,BS,CC,40
2018-02-2,21:00:00,BS,CH,40
2018-02-2,21:00:00,BS,CK,70
2018-02-2,21:00:00,BS,CL,45
2018-02-2,21:00:00,BS,DT,45
2018-02-2,21:00:00,BS,GL,108
2018-02-2,21:00:00,BS,HG,242
2018-02-2,21:00:00,BS,JE,42
2018-02-2,21:00:00,BS,JW,78
2018-02-2,21:00:00,BS,KL,139
2018-02-2,21:00:00,BS,LK,40
2018-02-2,21:00:00,BS,MD,40
2018-02-2,21:00:00,BS,MP,40
2018-02-2,21:00:00,BS,MU,40
2018-02-2,21:00:00,BS,NA,40
2018-02-2,21:00:00,BS,NT,40
2018-02-2,21:00:00,BS,NV,147
2018-02-2,21:00:00,BS,OR,40
2018-02-2,21:00:00,BS,OT,40
2018-02-2,21:00:00,BS,PG,108
2018-02-2,21:00:00,BS,PL,40
2018-02-2,21:00:00,BS,PN,40
2018-02-2,21:00:00,BS,PR,65
2018-02-2,21:00:00,BS,QT,92
2018-02-2,21:00:00,BS,RC,47
2018-02-2,21:00:00,BS,RV,40
2018-02-2,21:00:00,BS,SB,92
2018-02-2,21:00:00,BS,SE,193
2018-02-2,21:00:00,BS,SG,417
2018-02-2,21:00:00,BS,SI,40
2018-02-2,21:00:00,BS,SK,42
2018-02-2,21:00:00,BS,SL,40
2018-02-2,21:00:00,BS,SM,40
2018-02-2,21:00:00,BS,SR,40
2018-02-2,21:00:00,BS,TH,40
2018-02-2,21:00:00,BS,TM,99
2018-02-2,21:00:00,BS,TN,50
2018-02-2,21:00:00,BS,TP,693
2018-02-2,21:00:00,BS,TS,40
2018-02-2,21:00:00,BS,WC,46
2018-02-2,21:00:00,BS,WD,213
2018-02-2,21:00:00,BS,YS,298
2018-02-2,22:00:00,BS,AM,608
2018-02-2,22:00:00,BS,BD,76
2018-02-2,22:00:00,BS,BK,40
2018-02-2,22:00:00,BS,BM,54
2018-02-2,22:00:00,BS,BP,40
2018-02-2,22:00:00,BS,BS,1291
2018-02-2,22:00:00,BS,BT,40
2018-02-2,22:00:00,BS,CC,40
2018-02-2,22:00:00,BS,CH,40
2018-02-2,22:00:00,BS,CK,46
2018-02-2,22:00:00,BS,CL,40
2018-02-2,22:00:00,BS,DT,40
2018-02-2,22:00:00,BS,GL,72
2018-02-2,22:00:00,BS,HG,151
2018-02-2,22:00:00,BS,JE,40
2018-02-2,22:00:00,BS,JW,53
2018-02-2,22:00:00,BS,KL,62
2018-02-2,22:00:00,BS,ME,40
2018-02-2,22:00:00,BS,MP,40
2018-02-2,22:00:00,BS,MU,40
2018-02-2,22:00:00,BS,NT,40
2018-02-2,22:00:00,BS,NV,68
2018-02-2,22:00:00,BS,OR,40
2018-02-2,22:00:00,BS,OT,40
2018-02-2,22:00:00,BS,PG,40
2018-02-2,22:00:00,BS,PL,40
2018-02-2,22:00:00,BS,PN,40
2018-02-2,22:00:00,BS,PR,40
2018-02-2,22:00:00,BS,QT,54
2018-02-2,22:00:00,BS,RC,42
2018-02-2,22:00:00,BS,RV,40
2018-02-2,22:00:00,BS,SB,55
2018-02-2,22:00:00,BS,SE,100
2018-02-2,22:00:00,BS,SG,239
2018-02-2,22:00:00,BS,SI,40
2018-02-2,22:00:00,BS,SK,40
2018-02-2,22:00:00,BS,SM,40
2018-02-2,22:00:00,BS,SR,40
2018-02-2,22:00:00,BS,TH,40
2018-02-2,22:00:00,BS,TM,65
2018-02-2,22:00:00,BS,TN,40
2018-02-2,22:00:00,BS,TP,464
2018-02-2,22:00:00,BS,TS,40
2018-02-2,22:00:00,BS,WC,40
2018-02-2,22:00:00,BS,WD,150
2018-02-2,22:00:00,BS,YS,189
2018-02-2,23:00:00,BS,AM,147
2018-02-2,23:00:00,BS,BD,40
2018-02-2,23:00:00,BS,BK,40
2018-02-2,23:00:00,BS,BM,40
2018-02-2,23:00:00,BS,BP,40
2018-02-2,23:00:00,BS,BS,362
2018-02-2,23:00:00,BS,BT,40
2018-02-2,23:00:00,BS,CH,40
2018-02-2,23:00:00,BS,CK,40
2018-02-2,23:00:00,BS,CL,40
2018-02-2,23:00:00,BS,DT,40
2018-02-2,23:00:00,BS,GL,40
2018-02-2,23:00:00,BS,HG,40
2018-02-2,23:00:00,BS,JE,40
2018-02-2,23:00:00,BS,JW,40
2018-02-2,23:00:00,BS,KL,40
2018-02-2,23:00:00,BS,MP,40
2018-02-2,23:00:00,BS,NT,40
2018-02-2,23:00:00,BS,NV,40
2018-02-2,23:00:00,BS,OR,40
2018-02-2,23:00:00,BS,OT,40
2018-02-2,23:00:00,BS,PG,40
2018-02-2,23:00:00,BS,PL,40
2018-02-2,23:00:00,BS,PR,40
2018-02-2,23:00:00,BS,QT,40
2018-02-2,23:00:00,BS,RC,40
2018-02-2,23:00:00,BS,RV,40
2018-02-2,23:00:00,BS,SB,40
2018-02-2,23:00:00,BS,SE,40
2018-02-2,23:00:00,BS,SG,53
2018-02-2,23:00:00,BS,SR,40
2018-02-2,23:00:00,BS,TM,40
2018-02-2,23:00:00,BS,TN,40
2018-02-2,23:00:00,BS,TP,117
2018-02-2,23:00:00,BS,WD,40
2018-02-2,23:00:00,BS,YS,40
2018-02-2,00:00:00,BL,BL,149
2018-02-2,00:00:00,BL,BS,40
2018-02-2,00:00:00,BL,BT,40
2018-02-2,00:00:00,BL,CK,40
2018-02-2,00:00:00,BL,CL,40
2018-02-2,00:00:00,BL,JE,40
2018-02-2,00:00:00,BL,JW,85
2018-02-2,00:00:00,BL,KL,40
2018-02-2,00:00:00,BL,NA,40
2018-02-2,00:00:00,BL,PN,40
2018-02-2,00:00:00,BL,QT,40
2018-02-2,00:00:00,BL,SI,40
2018-02-2,00:00:00,BL,TM,40
2018-02-2,00:00:00,BL,TS,40
2018-02-2,00:00:00,BL,WC,40
2018-02-2,00:00:00,BL,WD,40
2018-02-2,00:00:00,BL,WI,40
2018-02-2,01:00:00,BL,BK,40
2018-02-2,01:00:00,BL,BL,250
2018-02-2,01:00:00,BL,BM,40
2018-02-2,01:00:00,BL,BP,40
2018-02-2,01:00:00,BL,BT,40
2018-02-2,01:00:00,BL,CH,40
2018-02-2,01:00:00,BL,CK,40
2018-02-2,01:00:00,BL,CL,40
2018-02-2,01:00:00,BL,DT,40
2018-02-2,01:00:00,BL,GL,40
2018-02-2,01:00:00,BL,JE,55
2018-02-2,01:00:00,BL,JW,165
2018-02-2,01:00:00,BL,NV,40
2018-02-2,01:00:00,BL,PG,40
2018-02-2,01:00:00,BL,PN,40
2018-02-2,01:00:00,BL,PR,40
2018-02-2,01:00:00,BL,QT,40
2018-02-2,01:00:00,BL,RC,40
2018-02-2,01:00:00,BL,RV,40
2018-02-2,01:00:00,BL,SB,40
2018-02-2,01:00:00,BL,SE,40
2018-02-2,01:00:00,BL,SG,40
2018-02-2,01:00:00,BL,SR,40
2018-02-2,01:00:00,BL,TM,40
2018-02-2,01:00:00,BL,TP,40
2018-02-2,01:00:00,BL,TS,40
2018-02-2,01:00:00,BL,WC,40
2018-02-2,01:00:00,BL,WD,40
2018-02-2,01:00:00,BL,WI,40
2018-02-2,01:00:00,BL,YS,40
2018-02-2,02:00:00,BL,AM,40
2018-02-2,02:00:00,BL,BD,40
2018-02-2,02:00:00,BL,BK,40
2018-02-2,02:00:00,BL,BL,259
2018-02-2,02:00:00,BL,CB,40
2018-02-2,02:00:00,BL,CC,40
2018-02-2,02:00:00,BL,CL,40
2018-02-2,02:00:00,BL,DT,40
2018-02-2,02:00:00,BL,GL,40
2018-02-2,02:00:00,BL,HG,40
2018-02-2,02:00:00,BL,JE,45
2018-02-2,02:00:00,BL,JW,176
2018-02-2,02:00:00,BL,MP,40
2018-02-2,02:00:00,BL,PN,40
2018-02-2,02:00:00,BL,PR,40
2018-02-2,02:00:00,BL,QT,40
2018-02-2,02:00:00,BL,SB,40
2018-02-2,02:00:00,BL,SI,40
2018-02-2,02:00:00,BL,SK,40
2018-02-2,02:00:00,BL,SR,40
2018-02-2,02:00:00,BL,TM,40
2018-02-2,02:00:00,BL,TP,40
2018-02-2,02:00:00,BL,TS,40
2018-02-2,02:00:00,BL,WC,40
2018-02-2,02:00:00,BL,WD,40
2018-02-2,02:00:00,BL,WI,40
2018-02-2,02:00:00,BL,YS,40
2018-02-2,03:00:00,BL,AM,40
2018-02-2,03:00:00,BL,BK,40
2018-02-2,03:00:00,BL,BL,262
2018-02-2,03:00:00,BL,BM,40
2018-02-2,03:00:00,BL,BS,40
2018-02-2,03:00:00,BL,CB,40
2018-02-2,03:00:00,BL,CK,40
2018-02-2,03:00:00,BL,CL,40
2018-02-2,03:00:00,BL,DT,40
2018-02-2,03:00:00,BL,GL,40
2018-02-2,03:00:00,BL,HG,40
2018-02-2,03:00:00,BL,JE,49
2018-02-2,03:00:00,BL,JW,130
2018-02-2,03:00:00,BL,KL,40
2018-02-2,03:00:00,BL,ME,40
2018-02-2,03:00:00,BL,NA,40
2018-02-2,03:00:00,BL,NV,40
2018-02-2,03:00:00,BL,OR,40
2018-02-2,03:00:00,BL,PG,40
2018-02-2,03:00:00,BL,PN,45
2018-02-2,03:00:00,BL,QT,40
2018-02-2,03:00:00,BL,SE,40
2018-02-2,03:00:00,BL,SI,40
2018-02-2,03:00:00,BL,SK,40
2018-02-2,03:00:00,BL,SM,40
2018-02-2,03:00:00,BL,SV,40
2018-02-2,03:00:00,BL,TP,40
2018-02-2,03:00:00,BL,TS,40
2018-02-2,03:00:00,BL,WD,40
2018-02-2,03:00:00,BL,WI,41
2018-02-2,03:00:00,BL,YS,40
2018-02-2,04:00:00,BL,AM,40
2018-02-2,04:00:00,BL,BD,40
2018-02-2,04:00:00,BL,BK,40
2018-02-2,04:00:00,BL,BL,224
2018-02-2,04:00:00,BL,BM,40
2018-02-2,04:00:00,BL,BP,40
2018-02-2,04:00:00,BL,BT,40
2018-02-2,04:00:00,BL,CH,40
2018-02-2,04:00:00,BL,CK,40
2018-02-2,04:00:00,BL,CL,40
2018-02-2,04:00:00,BL,DT,40
2018-02-2,04:00:00,BL,GL,40
2018-02-2,04:00:00,BL,HG,40
2018-02-2,04:00:00,BL,JE,96
2018-02-2,04:00:00,BL,JW,193
2018-02-2,04:00:00,BL,KL,40
2018-02-2,04:00:00,BL,ME,40
2018-02-2,04:00:00,BL,NV,40
2018-02-2,04:00:00,BL,OT,40
2018-02-2,04:00:00,BL,PG,40
2018-02-2,04:00:00,BL,PN,63
2018-02-2,04:00:00,BL,QT,40
2018-02-2,04:00:00,BL,RC,40
2018-02-2,04:00:00,BL,SB,40
2018-02-2,04:00:00,BL,SE,40
2018-02-2,04:00:00,BL,SI,40
2018-02-2,04:00:00,BL,SK,40
2018-02-2,04:00:00,BL,SR,40
2018-02-2,04:00:00,BL,SV,40
2018-02-2,04:00:00,BL,TH,40
2018-02-2,04:00:00,BL,TM,40
2018-02-2,04:00:00,BL,TS,40
2018-02-2,04:00:00,BL,WC,40
2018-02-2,04:00:00,BL,WD,40
2018-02-2,04:00:00,BL,WI,109
2018-02-2,05:00:00,BL,BD,40
2018-02-2,05:00:00,BL,BK,40
2018-02-2,05:00:00,BL,BL,284
2018-02-2,05:00:00,BL,BM,40
2018-02-2,05:00:00,BL,BP,40
2018-02-2,05:00:00,BL,BS,40
2018-02-2,05:00:00,BL,BT,40
2018-02-2,05:00:00,BL,CH,40
2018-02-2,05:00:00,BL,CK,40
2018-02-2,05:00:00,BL,CL,40
2018-02-2,05:00:00,BL,DT,40
2018-02-2,05:00:00,BL,GL,40
2018-02-2,05:00:00,BL,HG,40
2018-02-2,05:00:00,BL,JE,95
2018-02-2,05:00:00,BL,JW,288
2018-02-2,05:00:00,BL,KL,40
2018-02-2,05:00:00,BL,MD,40
2018-02-2,05:00:00,BL,MP,40
2018-02-2,05:00:00,BL,NV,40
2018-02-2,05:00:00,BL,OR,40
2018-02-2,05:00:00,BL,OT,40
2018-02-2,05:00:00,BL,PG,40
2018-02-2,05:00:00,BL,PL,40
2018-02-2,05:00:00,BL,PN,115
2018-02-2,05:00:00,BL,PR,40
2018-02-2,05:00:00,BL,QT,40
2018-02-2,05:00:00,BL,RC,40
2018-02-2,05:00:00,BL,RV,40
2018-02-2,05:00:00,BL,SB,40
2018-02-2,05:00:00,BL,SE,40
2018-02-2,05:00:00,BL,SG,40
2018-02-2,05:00:00,BL,SI,40
2018-02-2,05:00:00,BL,SK,40
2018-02-2,05:00:00,BL,SL,40
2018-02-2,05:00:00,BL,SR,40
2018-02-2,05:00:00,BL,TM,40
2018-02-2,05:00:00,BL,TN,40
2018-02-2,05:00:00,BL,TP,40
2018-02-2,05:00:00,BL,TS,111
2018-02-2,05:00:00,BL,WC,40
2018-02-2,05:00:00,BL,WD,40
2018-02-2,05:00:00,BL,WI,140
2018-02-2,05:00:00,BL,YS,40
2018-02-2,06:00:00,BL,AM,40
2018-02-2,06:00:00,BL,BD,40
2018-02-2,06:00:00,BL,BK,40
2018-02-2,06:00:00,BL,BL,351
2018-02-2,06:00:00,BL,BM,43
2018-02-2,06:00:00,BL,BP,40
2018-02-2,06:00:00,BL,BS,40
2018-02-2,06:00:00,BL,BT,40
2018-02-2,06:00:00,BL,CB,40
2018-02-2,06:00:00,BL,CC,40
2018-02-2,06:00:00,BL,CH,40
2018-02-2,06:00:00,BL,CK,40
2018-02-2,06:00:00,BL,CL,61
2018-02-2,06:00:00,BL,DT,40
2018-02-2,06:00:00,BL,GL,40
2018-02-2,06:00:00,BL,HG,40
2018-02-2,06:00:00,BL,JE,123
2018-02-2,06:00:00,BL,JW,348
2018-02-2,06:00:00,BL,KL,40
2018-02-2,06:00:00,BL,MP,40
2018-02-2,06:00:00,BL,MU,40
2018-02-2,06:00:00,BL,NA,40
2018-02-2,06:00:00,BL,NT,40
2018-02-2,06:00:00,BL,NV,40
2018-02-2,06:00:00,BL,OR,40
2018-02-2,06:00:00,BL,OT,40
2018-02-2,06:00:00,BL,PG,40
2018-02-2,06:00:00,BL,PL,40
2018-02-2,06:00:00,BL,PN,108
2018-02-2,06:00:00,BL,PR,40
2018-02-2,06:00:00,BL,QT,43
2018-02-2,06:00:00,BL,RC,40
2018-02-2,06:00:00,BL,RV,40
2018-02-2,06:00:00,BL,SB,40
2018-02-2,06:00:00,BL,SE,40
2018-02-2,06:00:00,BL,SG,40
2018-02-2,06:00:00,BL,SK,40
2018-02-2,06:00:00,BL,SL,40
2018-02-2,06:00:00,BL,SR,40
2018-02-2,06:00:00,BL,TM,40
2018-02-2,06:00:00,BL,TN,40
2018-02-2,06:00:00,BL,TP,40
2018-02-2,06:00:00,BL,TS,142
2018-02-2,06:00:00,BL,WC,40
2018-02-2,06:00:00,BL,WD,40
2018-02-2,06:00:00,BL,WI,182
2018-02-2,06:00:00,BL,YS,40
2018-02-2,07:00:00,BL,AM,40
2018-02-2,07:00:00,BL,BD,40
2018-02-2,07:00:00,BL,BK,40
2018-02-2,07:00:00,BL,BL,859
2018-02-2,07:00:00,BL,BM,40
2018-02-2,07:00:00,BL,BP,40
2018-02-2,07:00:00,BL,BS,40
2018-02-2,07:00:00,BL,BT,40
2018-02-2,07:00:00,BL,CB,40
2018-02-2,07:00:00,BL,CC,40
2018-02-2,07:00:00,BL,CH,40
2018-02-2,07:00:00,BL,CK,40
2018-02-2,07:00:00,BL,CL,40
2018-02-2,07:00:00,BL,DT,40
2018-02-2,07:00:00,BL,GL,40
2018-02-2,07:00:00,BL,HG,40
2018-02-2,07:00:00,BL,JE,188
2018-02-2,07:00:00,BL,JW,483
2018-02-2,07:00:00,BL,KL,40
2018-02-2,07:00:00,BL,LK,40
2018-02-2,07:00:00,BL,ME,40
2018-02-2,07:00:00,BL,MP,40
2018-02-2,07:00:00,BL,NA,40
2018-02-2,07:00:00,BL,NT,40
2018-02-2,07:00:00,BL,NV,40
2018-02-2,07:00:00,BL,OR,40
2018-02-2,07:00:00,BL,OT,40
2018-02-2,07:00:00,BL,PG,40
2018-02-2,07:00:00,BL,PL,40
2018-02-2,07:00:00,BL,PN,290
2018-02-2,07:00:00,BL,PR,40
2018-02-2,07:00:00,BL,QT,62
2018-02-2,07:00:00,BL,RC,40
2018-02-2,07:00:00,BL,RV,40
2018-02-2,07:00:00,BL,SB,40
2018-02-2,07:00:00,BL,SE,40
2018-02-2,07:00:00,BL,SG,40
2018-02-2,07:00:00,BL,SI,40
2018-02-2,07:00:00,BL,SK,40
2018-02-2,07:00:00,BL,SL,40
2018-02-2,07:00:00,BL,SR,40
2018-02-2,07:00:00,BL,TH,40
2018-02-2,07:00:00,BL,TM,40
2018-02-2,07:00:00,BL,TN,40
2018-02-2,07:00:00,BL,TP,40
2018-02-2,07:00:00,BL,TS,209
2018-02-2,07:00:00,BL,WC,40
2018-02-2,07:00:00,BL,WD,40
2018-02-2,07:00:00,BL,WI,124
2018-02-2,07:00:00,BL,YS,40
2018-02-2,08:00:00,BL,AM,40
2018-02-2,08:00:00,BL,BD,40
2018-02-2,08:00:00,BL,BK,40
2018-02-2,08:00:00,BL,BL,1432
2018-02-2,08:00:00,BL,BM,46
2018-02-2,08:00:00,BL,BP,40
2018-02-2,08:00:00,BL,BS,40
2018-02-2,08:00:00,BL,BT,40
2018-02-2,08:00:00,BL,CB,40
2018-02-2,08:00:00,BL,CC,40
2018-02-2,08:00:00,BL,CH,40
2018-02-2,08:00:00,BL,CK,40
2018-02-2,08:00:00,BL,CL,40
2018-02-2,08:00:00,BL,DT,40
2018-02-2,08:00:00,BL,GL,40
2018-02-2,08:00:00,BL,HG,40
2018-02-2,08:00:00,BL,JE,223
2018-02-2,08:00:00,BL,JW,505
2018-02-2,08:00:00,BL,KL,40
2018-02-2,08:00:00,BL,LK,40
2018-02-2,08:00:00,BL,MD,40
2018-02-2,08:00:00,BL,ME,40
2018-02-2,08:00:00,BL,MP,40
2018-02-2,08:00:00,BL,MU,40
2018-02-2,08:00:00,BL,NA,40
2018-02-2,08:00:00,BL,NT,40
2018-02-2,08:00:00,BL,OR,40
2018-02-2,08:00:00,BL,OT,40
2018-02-2,08:00:00,BL,PG,40
2018-02-2,08:00:00,BL,PL,40
2018-02-2,08:00:00,BL,PN,385
2018-02-2,08:00:00,BL,PR,40
2018-02-2,08:00:00,BL,QT,46
2018-02-2,08:00:00,BL,RC,40
2018-02-2,08:00:00,BL,SB,40
2018-02-2,08:00:00,BL,SE,40
2018-02-2,08:00:00,BL,SG,40
2018-02-2,08:00:00,BL,SI,40
2018-02-2,08:00:00,BL,SK,40
2018-02-2,08:00:00,BL,SR,40
2018-02-2,08:00:00,BL,TH,40
2018-02-2,08:00:00,BL,TM,40
2018-02-2,08:00:00,BL,TN,40
2018-02-2,08:00:00,BL,TP,40
2018-02-2,08:00:00,BL,TS,157
2018-02-2,08:00:00,BL,WC,40
2018-02-2,08:00:00,BL,WD,40
2018-02-2,08:00:00,BL,WI,154
2018-02-2,08:00:00,BL,YS,40
2018-02-2,09:00:00,BL,AM,40
2018-02-2,09:00:00,BL,BD,40
2018-02-2,09:00:00,BL,BK,40
2018-02-2,09:00:00,BL,BL,1763
2018-02-2,09:00:00,BL,BM,43
2018-02-2,09:00:00,BL,BP,40
2018-02-2,09:00:00,BL,BS,40
2018-02-2,09:00:00,BL,BT,40
2018-02-2,09:00:00,BL,CH,40
2018-02-2,09:00:00,BL,CK,40
2018-02-2,09:00:00,BL,CL,40
2018-02-2,09:00:00,BL,DT,40
2018-02-2,09:00:00,BL,GL,40
2018-02-2,09:00:00,BL,HG,40
2018-02-2,09:00:00,BL,JE,279
2018-02-2,09:00:00,BL,JW,556
2018-02-2,09:00:00,BL,KL,40
2018-02-2,09:00:00,BL,MD,40
2018-02-2,09:00:00,BL,MP,40
2018-02-2,09:00:00,BL,MU,40
2018-02-2,09:00:00,BL,NA,40
2018-02-2,09:00:00,BL,NT,40
2018-02-2,09:00:00,BL,NV,40
2018-02-2,09:00:00,BL,OR,40
2018-02-2,09:00:00,BL,OT,40
2018-02-2,09:00:00,BL,PG,40
2018-02-2,09:00:00,BL,PL,40
2018-02-2,09:00:00,BL,PN,427
2018-02-2,09:00:00,BL,PR,40
2018-02-2,09:00:00,BL,QT,73
2018-02-2,09:00:00,BL,RC,40
2018-02-2,09:00:00,BL,RV,40
2018-02-2,09:00:00,BL,SB,40
2018-02-2,09:00:00,BL,SE,40
2018-02-2,09:00:00,BL,SG,40
2018-02-2,09:00:00,BL,SI,40
2018-02-2,09:00:00,BL,SK,40
2018-02-2,09:00:00,BL,SL,40
2018-02-2,09:00:00,BL,SR,40
2018-02-2,09:00:00,BL,SV,40
2018-02-2,09:00:00,BL,TM,40
2018-02-2,09:00:00,BL,TN,40
2018-02-2,09:00:00,BL,TP,40
2018-02-2,09:00:00,BL,TS,154
2018-02-2,09:00:00,BL,WC,40
2018-02-2,09:00:00,BL,WD,40
2018-02-2,09:00:00,BL,WI,171
2018-02-2,09:00:00,BL,YS,40
2018-02-2,10:00:00,BL,AM,40
2018-02-2,10:00:00,BL,BD,40
2018-02-2,10:00:00,BL,BK,40
2018-02-2,10:00:00,BL,BL,1863
2018-02-2,10:00:00,BL,BM,54
2018-02-2,10:00:00,BL,BP,40
2018-02-2,10:00:00,BL,BS,40
2018-02-2,10:00:00,BL,BT,40
2018-02-2,10:00:00,BL,CH,40
2018-02-2,10:00:00,BL,CK,40
2018-02-2,10:00:00,BL,CL,47
2018-02-2,10:00:00,BL,DT,40
2018-02-2,10:00:00,BL,GL,40
2018-02-2,10:00:00,BL,HG,40
2018-02-2,10:00:00,BL,JE,294
2018-02-2,10:00:00,BL,JW,718
2018-02-2,10:00:00,BL,KL,40
2018-02-2,10:00:00,BL,LK,40
2018-02-2,10:00:00,BL,MD,40
2018-02-2,10:00:00,BL,MP,40
2018-02-2,10:00:00,BL,MS,40
2018-02-2,10:00:00,BL,MU,40
2018-02-2,10:00:00,BL,NA,40
2018-02-2,10:00:00,BL,NE,40
2018-02-2,10:00:00,BL,NT,40
2018-02-2,10:00:00,BL,NV,40
2018-02-2,10:00:00,BL,OR,40
2018-02-2,10:00:00,BL,OT,40
2018-02-2,10:00:00,BL,PG,40
2018-02-2,10:00:00,BL,PL,40
2018-02-2,10:00:00,BL,PN,444
2018-02-2,10:00:00,BL,PR,40
2018-02-2,10:00:00,BL,QT,51
2018-02-2,10:00:00,BL,RC,40
2018-02-2,10:00:00,BL,RV,40
2018-02-2,10:00:00,BL,SB,40
2018-02-2,10:00:00,BL,SE,40
2018-02-2,10:00:00,BL,SG,40
2018-02-2,10:00:00,BL,SI,40
2018-02-2,10:00:00,BL,SK,40
2018-02-2,10:00:00,BL,SL,40
2018-02-2,10:00:00,BL,SR,40
2018-02-2,10:00:00,BL,SV,40
2018-02-2,10:00:00,BL,TM,40
2018-02-2,10:00:00,BL,TN,40
2018-02-2,10:00:00,BL,TP,40
2018-02-2,10:00:00,BL,TS,155
2018-02-2,10:00:00,BL,WC,40
2018-02-2,10:00:00,BL,WD,40
2018-02-2,10:00:00,BL,WI,161
2018-02-2,10:00:00,BL,YS,40
2018-02-2,11:00:00,BL,AM,40
2018-02-2,11:00:00,BL,BD,40
2018-02-2,11:00:00,BL,BK,40
2018-02-2,11:00:00,BL,BL,2225
2018-02-2,11:00:00,BL,BM,61
2018-02-2,11:00:00,BL,BP,40
2018-02-2,11:00:00,BL,BS,40
2018-02-2,11:00:00,BL,BT,40
2018-02-2,11:00:00,BL,CB,40
2018-02-2,11:00:00,BL,CC,40
2018-02-2,11:00:00,BL,CH,40
2018-02-2,11:00:00,BL,CK,40
2018-02-2,11:00:00,BL,CL,103
2018-02-2,11:00:00,BL,DT,62
2018-02-2,11:00:00,BL,GL,40
2018-02-2,11:00:00,BL,HG,40
2018-02-2,11:00:00,BL,JE,467
2018-02-2,11:00:00,BL,JW,1131
2018-02-2,11:00:00,BL,KL,40
2018-02-2,11:00:00,BL,LK,40
2018-02-2,11:00:00,BL,MD,40
2018-02-2,11:00:00,BL,ME,40
2018-02-2,11:00:00,BL,MP,40
2018-02-2,11:00:00,BL,MS,40
2018-02-2,11:00:00,BL,MU,40
2018-02-2,11:00:00,BL,NA,40
2018-02-2,11:00:00,BL,NT,40
2018-02-2,11:00:00,BL,NV,40
2018-02-2,11:00:00,BL,OR,40
2018-02-2,11:00:00,BL,OT,40
2018-02-2,11:00:00,BL,PG,40
2018-02-2,11:00:00,BL,PL,40
2018-02-2,11:00:00,BL,PN,536
2018-02-2,11:00:00,BL,PR,40
2018-02-2,11:00:00,BL,QT,93
2018-02-2,11:00:00,BL,RC,40
2018-02-2,11:00:00,BL,RV,40
2018-02-2,11:00:00,BL,SB,40
2018-02-2,11:00:00,BL,SE,40
2018-02-2,11:00:00,BL,SG,40
2018-02-2,11:00:00,BL,SI,40
2018-02-2,11:00:00,BL,SK,40
2018-02-2,11:00:00,BL,SL,40
2018-02-2,11:00:00,BL,SR,77
2018-02-2,11:00:00,BL,TM,40
2018-02-2,11:00:00,BL,TN,40
2018-02-2,11:00:00,BL,TP,40
2018-02-2,11:00:00,BL,TS,169
2018-02-2,11:00:00,BL,WC,40
2018-02-2,11:00:00,BL,WD,40
2018-02-2,11:00:00,BL,WI,149
2018-02-2,11:00:00,BL,YS,40
2018-02-2,12:00:00,BL,AM,40
2018-02-2,12:00:00,BL,BD,40
2018-02-2,12:00:00,BL,BK,40
2018-02-2,12:00:00,BL,BL,2040
2018-02-2,12:00:00,BL,BM,45
2018-02-2,12:00:00,BL,BP,40
2018-02-2,12:00:00,BL,BS,40
2018-02-2,12:00:00,BL,BT,40
2018-02-2,12:00:00,BL,CC,40
2018-02-2,12:00:00,BL,CH,40
2018-02-2,12:00:00,BL,CK,40
2018-02-2,12:00:00,BL,CL,80
2018-02-2,12:00:00,BL,DT,40
2018-02-2,12:00:00,BL,GL,40
2018-02-2,12:00:00,BL,HG,40
2018-02-2,12:00:00,BL,JE,386
2018-02-2,12:00:00,BL,JW,1102
2018-02-2,12:00:00,BL,KL,63
2018-02-2,12:00:00,BL,LK,40
2018-02-2,12:00:00,BL,ME,40
2018-02-2,12:00:00,BL,MP,40
2018-02-2,12:00:00,BL,MS,40
2018-02-2,12:00:00,BL,MU,40
2018-02-2,12:00:00,BL,NA,40
2018-02-2,12:00:00,BL,NE,40
2018-02-2,12:00:00,BL,NT,40
2018-02-2,12:00:00,BL,NV,40
2018-02-2,12:00:00,BL,OR,40
2018-02-2,12:00:00,BL,OT,40
2018-02-2,12:00:00,BL,PG,40
2018-02-2,12:00:00,BL,PL,40
2018-02-2,12:00:00,BL,PN,527
