date,time,origin,origin_name,origin_lon,origin_lat,destination,dest_name,dest_lon,dest_lat,total_count
2018-02-2,08:00:00,AM,ANG MO KIO,103.8421,1.38009,WD,WOODLANDS,103.78771,1.44068,257
2018-02-2,08:00:00,AM,ANG MO KIO,103.8421,1.38009,YS,YISHUN,103.83756,1.41544,575
2018-02-2,09:00:00,AM,ANG MO KIO,103.8421,1.38009,AM,ANG MO KIO,103.8421,1.38009,5328
2018-02-2,09:00:00,AM,ANG MO KIO,103.8421,1.38009,BD,BEDOK,103.92841,1.32405,238
2018-02-2,09:00:00,AM,ANG MO KIO,103.8421,1.38009,BK,BUKIT BATOK,103.75474,1.35565,108
2018-02-2,09:00:00,AM,ANG MO KIO,103.8421,1.38009,BM,BUKIT MERAH,103.82311,1.27548,370
2018-02-2,09:00:00,AM,ANG MO KIO,103.8421,1.38009,BS,BISHAN,103.84042,1.35496,1241
2018-02-2,09:00:00,AM,ANG MO KIO,103.8421,1.38009,BT,BUKIT TIMAH,103.79069,1.32999,127
2018-02-2,09:00:00,AM,ANG MO KIO,103.8421,1.38009,CH,CHANGI,103.99782,1.35081,115
2018-02-2,09:00:00,AM,ANG MO KIO,103.8421,1.38009,CK,CHOA CHU KANG,103.74719,1.38555,47
2018-02-2,09:00:00,AM,ANG MO KIO,103.8421,1.38009,CL,CLEMENTI,103.76074,1.3176,101
2018-02-2,09:00:00,AM,ANG MO KIO,103.8421,1.38009,DT,DOWNTOWN CORE,103.8543,1.28508,819
2018-02-2,09:00:00,AM,ANG MO KIO,103.8421,1.38009,GL,GEYLANG,103.88953,1.3209,473
2018-02-2,09:00:00,AM,ANG MO KIO,103.8421,1.38009,HG,HOUGANG,103.8898,1.36364,477
2018-02-2,09:00:00,AM,ANG MO KIO,103.8421,1.38009,JE,JURONG EAST,103.73479,1.32044,127
2018-02-2,09:00:00,AM,ANG MO KIO,103.8421,1.38009,JW,JURONG WEST,103.70487,1.3416,93
2018-02-2,09:00:00,AM,ANG MO KIO,103.8421,1.38009,KL,KALLANG,103.86643,1.31033,441
2018-02-2,09:00:00,AM,ANG MO KIO,103.8421,1.38009,MP,MARINE PARADE,103.89627,1.30023,59
2018-02-2,09:00:00,AM,ANG MO KIO,103.8421,1.38009,MU,MUSEUM,103.84671,1.29592,117
2018-02-2,09:00:00,AM,ANG MO KIO,103.8421,1.38009,NT,NEWTON,103.83808,1.30866,96
2018-02-2,09:00:00,AM,ANG MO KIO,103.8421,1.38009,NV,NOVENA,103.83531,1.32699,471
2018-02-2,09:00:00,AM,ANG MO KIO,103.8421,1.38009,OR,ORCHARD,103.83358,1.30381,451
2018-02-2,09:00:00,AM,ANG MO KIO,103.8421,1.38009,OT,OUTRAM,103.84206,1.28286,201
2018-02-2,09:00:00,AM,ANG MO KIO,103.8421,1.38009,PG,PUNGGOL,103.91004,1.40536,73
2018-02-2,09:00:00,AM,ANG MO KIO,103.8421,1.38009,PR,PASIR RIS,103.9483,1.37862,55
2018-02-2,09:00:00,AM,ANG MO KIO,103.8421,1.38009,QT,QUEENSTOWN,103.78434,1.28916,454
2018-02-2,09:00:00,AM,ANG MO KIO,103.8421,1.38009,RC,ROCHOR,103.85325,1.30426,298
2018-02-2,09:00:00,AM,ANG MO KIO,103.8421,1.38009,RV,RIVER VALLEY,103.83397,1.29805,53
2018-02-2,09:00:00,AM,ANG MO KIO,103.8421,1.38009,SB,SEMBAWANG,103.81883,1.45575,140
2018-02-2,09:00:00,AM,ANG MO KIO,103.8421,1.38009,SE,SENGKANG,103.8877,1.39127,251
2018-02-2,09:00:00,AM,ANG MO KIO,103.8421,1.38009,SG,SERANGOON,103.86782,1.3652,1369
2018-02-2,09:00:00,AM,ANG MO KIO,103.8421,1.38009,SK,SUNGEI KADUT,103.75747,1.41807,59
2018-02-2,09:00:00,AM,ANG MO KIO,103.8421,1.38009,SR,SINGAPORE RIVER,103.84121,1.29011,113
2018-02-2,09:00:00,AM,ANG MO KIO,103.8421,1.38009,TM,TAMPINES,103.95422,1.34373,238
2018-02-2,09:00:00,AM,ANG MO KIO,103.8421,1.38009,TN,TANGLIN,103.8175,1.30828,107
