,date,time,origin,origin_name,origin_lon,origin_lat,destination,dest_name,dest_lon,dest_lat,total_count,key,driving,public,ratio,difference
11473,2/2/18,6:00:00,NT,NEWTON,103.83808,1.30866,CH,CHANGI,103.99782,1.35081,78,NTCH,21,99,4.71,78
11484,2/2/18,6:00:00,NT,NEWTON,103.83808,1.30866,DT,DOWNTOWN CORE,103.8543,1.28508,88,NTDT,11,31,2.82,20
11500,2/2/18,6:00:00,NT,NEWTON,103.83808,1.30866,QT,QUEENSTOWN,103.78434,1.28916,58,NTQT,20,42,2.10,22
11516,2/2/18,6:00:00,NT,NEWTON,103.83808,1.30866,TN,TANGLIN,103.8175,1.30828,54,NTTN,10,36,3.60,26
11533,2/2/18,6:00:00,NT,NEWTON,103.83808,1.30866,WD,WOODLANDS,103.78771,1.44068,73,NTWD,25,49,1.96,24
11823,2/2/18,6:00:00,NV,NOVENA,103.83531,1.32699,KL,KALLANG,103.86643,1.31033,335,NVKL,14,33,2.36,19
11847,2/2/18,6:00:00,NV,NOVENA,103.83531,1.32699,TP,TOA PAYOH,103.86106,1.33668,377,NVTP,11,28,2.55,17
11867,2/2/18,6:00:00,NV,NOVENA,103.83531,1.32699,GL,GEYLANG,103.88953,1.3209,124,NVGL,18,41,2.28,23
11886,2/2/18,6:00:00,NV,NOVENA,103.83531,1.32699,RC,ROCHOR,103.85325,1.30426,99,NVRC,12,22,1.83,10
11905,2/2/18,6:00:00,NV,NOVENA,103.83531,1.32699,TN,TANGLIN,103.8175,1.30828,147,NVTN,14,36,2.57,22
11924,2/2/18,6:00:00,NV,NOVENA,103.83531,1.32699,BM,BUKIT MERAH,103.82311,1.27548,167,NVBM,17,42,2.47,25
11942,2/2/18,6:00:00,NV,NOVENA,103.83531,1.32699,BS,BISHAN,103.84042,1.35496,115,NVBS,15,20,1.33,5
11960,2/2/18,6:00:00,NV,NOVENA,103.83531,1.32699,BT,BUKIT TIMAH,103.79069,1.32999,119,NVBT,13,37,2.85,24
11978,2/2/18,6:00:00,NV,NOVENA,103.83531,1.32699,CH,CHANGI,103.99782,1.35081,112,NVCH,22,95,4.32,73
11995,2/2/18,6:00:00,NV,NOVENA,103.83531,1.32699,DT,DOWNTOWN CORE,103.8543,1.28508,311,NVDT,18,28,1.56,10
12013,2/2/18,6:00:00,NV,NOVENA,103.83531,1.32699,NT,NEWTON,103.83808,1.30866,143,NVNT,11,22,2.00,11
12031,2/2/18,6:00:00,NV,NOVENA,103.83531,1.32699,QT,QUEENSTOWN,103.78434,1.28916,232,NVQT,20,50,2.50,30
12048,2/2/18,6:00:00,NV,NOVENA,103.83531,1.32699,AM,ANG MO KIO,103.8421,1.38009,112,NVAM,19,25,1.32,6
12065,2/2/18,6:00:00,NV,NOVENA,103.83531,1.32699,BD,BEDOK,103.92841,1.32405,76,NVBD,19,47,2.47,28
12082,2/2/18,6:00:00,NV,NOVENA,103.83531,1.32699,BK,BUKIT BATOK,103.75474,1.35565,73,NVBK,19,45,2.37,26
12099,2/2/18,6:00:00,NV,NOVENA,103.83531,1.32699,HG,HOUGANG,103.8898,1.36364,49,NVHG,17,42,2.47,25
12116,2/2/18,6:00:00,NV,NOVENA,103.83531,1.32699,JE,JURONG EAST,103.73479,1.32044,58,NVJE,22,52,2.36,30
12132,2/2/18,6:00:00,NV,NOVENA,103.83531,1.32699,JW,JURONG WEST,103.70487,1.3416,61,NVJW,28,64,2.29,36
12149,2/2/18,6:00:00,NV,NOVENA,103.83531,1.32699,MP,MARINE PARADE,103.89627,1.30023,49,NVMP,16,48,3.00,32
12162,2/2/18,6:00:00,NV,NOVENA,103.83531,1.32699,OR,ORCHARD,103.83358,1.30381,104,NVOR,14,23,1.64,9
12179,2/2/18,6:00:00,NV,NOVENA,103.83531,1.32699,OT,OUTRAM,103.84206,1.28286,50,NVOT,16,33,2.06,17
12195,2/2/18,6:00:00,NV,NOVENA,103.83531,1.32699,PN,PIONEER,103.67299,1.31259,42,NVPN,18,52,2.89,34
12196,2/2/18,6:00:00,NV,NOVENA,103.83531,1.32699,SB,SEMBAWANG,103.81883,1.45575,55,NVSB,29,35,1.21,6
12212,2/2/18,6:00:00,NV,NOVENA,103.83531,1.32699,SG,SERANGOON,103.86782,1.3652,50,NVSG,14,41,2.93,27
12229,2/2/18,6:00:00,NV,NOVENA,103.83531,1.32699,TM,TAMPINES,103.95422,1.34373,92,NVTM,22,64,2.91,42
12246,2/2/18,6:00:00,NV,NOVENA,103.83531,1.32699,TS,TUAS,103.63072,1.28389,45,NVTS,37,111,3.00,74
12252,2/2/18,6:00:00,NV,NOVENA,103.83531,1.32699,WD,WOODLANDS,103.78771,1.44068,82,NVWD,24,42,1.75,18
12269,2/2/18,6:00:00,NV,NOVENA,103.83531,1.32699,YS,YISHUN,103.83756,1.41544,65,NVYS,25,30,1.20,5
12438,2/2/18,6:00:00,OR,ORCHARD,103.83358,1.30381,KL,KALLANG,103.86643,1.31033,43,ORKL,13,35,2.69,22
12504,2/2/18,6:00:00,OR,ORCHARD,103.83358,1.30381,TN,TANGLIN,103.8175,1.30828,92,ORTN,9,25,2.78,16
12526,2/2/18,6:00:00,OR,ORCHARD,103.83358,1.30381,BM,BUKIT MERAH,103.82311,1.27548,70,ORBM,12,40,3.33,28
12546,2/2/18,6:00:00,OR,ORCHARD,103.83358,1.30381,DT,DOWNTOWN CORE,103.8543,1.28508,81,ORDT,9,24,2.67,15
12618,2/2/18,6:00:00,OR,ORCHARD,103.83358,1.30381,CH,CHANGI,103.99782,1.35081,120,ORCH,21,97,4.62,76
12669,2/2/18,6:00:00,OR,ORCHARD,103.83358,1.30381,RV,RIVER VALLEY,103.83397,1.29805,66,ORRV,5,14,2.80,9
12686,2/2/18,6:00:00,OR,ORCHARD,103.83358,1.30381,QT,QUEENSTOWN,103.78434,1.28916,74,ORQT,19,46,2.42,27
12704,2/2/18,6:00:00,OR,ORCHARD,103.83358,1.30381,WD,WOODLANDS,103.78771,1.44068,50,ORWD,25,50,2.00,25
12992,2/2/18,6:00:00,OT,OUTRAM,103.84206,1.28286,BM,BUKIT MERAH,103.82311,1.27548,273,OTBM,9,26,2.89,17
13014,2/2/18,6:00:00,OT,OUTRAM,103.84206,1.28286,DT,DOWNTOWN CORE,103.8543,1.28508,149,OTDT,5,17,3.40,12
13068,2/2/18,6:00:00,OT,OUTRAM,103.84206,1.28286,CH,CHANGI,103.99782,1.35081,61,OTCH,20,80,4.00,60
13084,2/2/18,6:00:00,OT,OUTRAM,103.84206,1.28286,QT,QUEENSTOWN,103.78434,1.28916,93,OTQT,13,36,2.77,23
13529,2/2/18,6:00:00,PG,PUNGGOL,103.91004,1.40536,HG,HOUGANG,103.8898,1.36364,608,PGHG,13,29,2.23,16
13552,2/2/18,6:00:00,PG,PUNGGOL,103.91004,1.40536,PR,PASIR RIS,103.9483,1.37862,365,PGPR,8,32,4.00,24
13575,2/2/18,6:00:00,PG,PUNGGOL,103.91004,1.40536,SE,SENGKANG,103.8877,1.39127,639,PGSE,9,29,3.22,20
13599,2/2/18,6:00:00,PG,PUNGGOL,103.91004,1.40536,SL,SELETAR,103.87709,1.41434,228,PGSL,9,52,5.78,43
13620,2/2/18,6:00:00,PG,PUNGGOL,103.91004,1.40536,CH,CHANGI,103.99782,1.35081,393,PGCH,12,59,4.92,47
13639,2/2/18,6:00:00,PG,PUNGGOL,103.91004,1.40536,BD,BEDOK,103.92841,1.32405,383,PGBD,20,54,2.70,34
13658,2/2/18,6:00:00,PG,PUNGGOL,103.91004,1.40536,TM,TAMPINES,103.95422,1.34373,540,PGTM,12,46,3.83,34
13676,2/2/18,6:00:00,PG,PUNGGOL,103.91004,1.40536,AM,ANG MO KIO,103.8421,1.38009,327,PGAM,16,56,3.50,40
13694,2/2/18,6:00:00,PG,PUNGGOL,103.91004,1.40536,BM,BUKIT MERAH,103.82311,1.27548,448,PGBM,24,66,2.75,42
13709,2/2/18,6:00:00,PG,PUNGGOL,103.91004,1.40536,BS,BISHAN,103.84042,1.35496,217,PGBS,17,47,2.76,30
13724,2/2/18,6:00:00,PG,PUNGGOL,103.91004,1.40536,DT,DOWNTOWN CORE,103.8543,1.28508,466,PGDT,20,57,2.85,37
13741,2/2/18,6:00:00,PG,PUNGGOL,103.91004,1.40536,GL,GEYLANG,103.88953,1.3209,405,PGGL,21,51,2.43,30
13759,2/2/18,6:00:00,PG,PUNGGOL,103.91004,1.40536,JE,JURONG EAST,103.73479,1.32044,144,PGJE,33,75,2.27,42
13764,2/2/18,6:00:00,PG,PUNGGOL,103.91004,1.40536,JW,JURONG WEST,103.70487,1.3416,112,PGJW,36,88,2.44,52
13773,2/2/18,6:00:00,PG,PUNGGOL,103.91004,1.40536,KL,KALLANG,103.86643,1.31033,293,PGKL,17,53,3.12,36
13791,2/2/18,6:00:00,PG,PUNGGOL,103.91004,1.40536,MP,MARINE PARADE,103.89627,1.30023,100,PGMP,19,68,3.58,49
13796,2/2/18,6:00:00,PG,PUNGGOL,103.91004,1.40536,NV,NOVENA,103.83531,1.32699,193,PGNV,20,59,2.95,39
13809,2/2/18,6:00:00,PG,PUNGGOL,103.91004,1.40536,OT,OUTRAM,103.84206,1.28286,203,PGOT,22,47,2.14,25
13823,2/2/18,6:00:00,PG,PUNGGOL,103.91004,1.40536,PL,PAYA LEBAR,103.91477,1.35939,132,PGPL,16,70,4.38,54
13841,2/2/18,6:00:00,PG,PUNGGOL,103.91004,1.40536,PN,PIONEER,103.67299,1.31259,126,PGPN,28,74,2.64,46
13846,2/2/18,6:00:00,PG,PUNGGOL,103.91004,1.40536,QT,QUEENSTOWN,103.78434,1.28916,454,PGQT,30,68,2.27,38
13857,2/2/18,6:00:00,PG,PUNGGOL,103.91004,1.40536,SB,SEMBAWANG,103.81883,1.45575,150,PGSB,22,62,2.82,40
13866,2/2/18,6:00:00,PG,PUNGGOL,103.91004,1.40536,SG,SERANGOON,103.86782,1.3652,359,PGSG,15,42,2.80,27
13884,2/2/18,6:00:00,PG,PUNGGOL,103.91004,1.40536,TP,TOA PAYOH,103.86106,1.33668,289,PGTP,19,58,3.05,39
13902,2/2/18,6:00:00,PG,PUNGGOL,103.91004,1.40536,TS,TUAS,103.63072,1.28389,140,PGTS,43,142,3.30,99
13905,2/2/18,6:00:00,PG,PUNGGOL,103.91004,1.40536,WD,WOODLANDS,103.78771,1.44068,165,PGWD,20,48,2.40,28
13923,2/2/18,6:00:00,PG,PUNGGOL,103.91004,1.40536,YS,YISHUN,103.83756,1.41544,205,PGYS,18,43,2.39,25
13940,2/2/18,6:00:00,PG,PUNGGOL,103.91004,1.40536,BK,BUKIT BATOK,103.75474,1.35565,54,PGBK,30,70,2.33,40
13945,2/2/18,6:00:00,PG,PUNGGOL,103.91004,1.40536,BL,BOON LAY,103.70223,1.3148,58,PGBL,39,114,2.92,75
13947,2/2/18,6:00:00,PG,PUNGGOL,103.91004,1.40536,BT,BUKIT TIMAH,103.79069,1.32999,86,PGBT,24,62,2.58,38
13951,2/2/18,6:00:00,PG,PUNGGOL,103.91004,1.40536,CL,CLEMENTI,103.76074,1.3176,96,PGCL,29,71,2.45,42
13954,2/2/18,6:00:00,PG,PUNGGOL,103.91004,1.40536,MU,MUSEUM,103.84671,1.29592,47,PGMU,21,47,2.24,26
13958,2/2/18,6:00:00,PG,PUNGGOL,103.91004,1.40536,OR,ORCHARD,103.83358,1.30381,88,PGOR,20,52,2.60,32
13971,2/2/18,6:00:00,PG,PUNGGOL,103.91004,1.40536,RC,ROCHOR,103.85325,1.30426,82,PGRC,20,41,2.05,21
13986,2/2/18,6:00:00,PG,PUNGGOL,103.91004,1.40536,SK,SUNGEI KADUT,103.75747,1.41807,50,PGSK,21,84,4.00,63
13992,2/2/18,6:00:00,PG,PUNGGOL,103.91004,1.40536,SR,SINGAPORE RIVER,103.84121,1.29011,49,PGSR,25,54,2.16,29
13996,2/2/18,6:00:00,PG,PUNGGOL,103.91004,1.40536,TN,TANGLIN,103.8175,1.30828,47,PGTN,26,68,2.62,42
13999,2/2/18,6:00:00,PG,PUNGGOL,103.91004,1.40536,WC,WESTERN WATER CATCHMENT,103.68972,1.38214,70,PGWC,34,108,3.18,74
14014,2/2/18,6:00:00,PL,PAYA LEBAR,103.91477,1.35939,HG,HOUGANG,103.8898,1.36364,335,PLHG,9,53,5.89,44
14037,2/2/18,6:00:00,PL,PAYA LEBAR,103.91477,1.35939,TM,TAMPINES,103.95422,1.34373,163,PLTM,15,62,4.13,47
14057,2/2/18,6:00:00,PL,PAYA LEBAR,103.91477,1.35939,BD,BEDOK,103.92841,1.32405,104,PLBD,14,53,3.79,39
14077,2/2/18,6:00:00,PL,PAYA LEBAR,103.91477,1.35939,PR,PASIR RIS,103.9483,1.37862,115,PLPR,12,66,5.50,54
14096,2/2/18,6:00:00,PL,PAYA LEBAR,103.91477,1.35939,SE,SENGKANG,103.8877,1.39127,76,PLSE,14,63,4.50,49
14114,2/2/18,6:00:00,PL,PAYA LEBAR,103.91477,1.35939,SG,SERANGOON,103.86782,1.3652,53,PLSG,15,57,3.80,42
14122,2/2/18,6:00:00,PL,PAYA LEBAR,103.91477,1.35939,CH,CHANGI,103.99782,1.35081,89,PLCH,16,101,6.31,85
14126,2/2/18,6:00:00,PL,PAYA LEBAR,103.91477,1.35939,DT,DOWNTOWN CORE,103.8543,1.28508,103,PLDT,16,66,4.13,50
14134,2/2/18,6:00:00,PL,PAYA LEBAR,103.91477,1.35939,GL,GEYLANG,103.88953,1.3209,76,PLGL,17,48,2.82,31
14150,2/2/18,6:00:00,PL,PAYA LEBAR,103.91477,1.35939,PG,PUNGGOL,103.91004,1.40536,46,PLPG,12,70,5.83,58
14167,2/2/18,6:00:00,PL,PAYA LEBAR,103.91477,1.35939,QT,QUEENSTOWN,103.78434,1.28916,47,PLQT,26,74,2.85,48
14217,2/2/18,6:00:00,PN,PIONEER,103.67299,1.31259,JW,JURONG WEST,103.70487,1.3416,266,PNJW,22,53,2.41,31
14239,2/2/18,6:00:00,PN,PIONEER,103.67299,1.31259,TS,TUAS,103.63072,1.28389,427,PNTS,29,99,3.41,70
14259,2/2/18,6:00:00,PN,PIONEER,103.67299,1.31259,BK,BUKIT BATOK,103.75474,1.35565,45,PNBK,20,48,2.40,28
14278,2/2/18,6:00:00,PN,PIONEER,103.67299,1.31259,JE,JURONG EAST,103.73479,1.32044,66,PNJE,16,40,2.50,24
14297,2/2/18,6:00:00,PN,PIONEER,103.67299,1.31259,BL,BOON LAY,103.70223,1.3148,162,PNBL,18,73,4.06,55
14314,2/2/18,6:00:00,PN,PIONEER,103.67299,1.31259,KL,KALLANG,103.86643,1.31033,59,PNKL,20,50,2.50,30
14324,2/2/18,6:00:00,PN,PIONEER,103.67299,1.31259,PR,PASIR RIS,103.9483,1.37862,61,PNPR,29,65,2.24,36
14328,2/2/18,6:00:00,PN,PIONEER,103.67299,1.31259,QT,QUEENSTOWN,103.78434,1.28916,92,PNQT,9,32,3.56,23
14343,2/2/18,6:00:00,PN,PIONEER,103.67299,1.31259,SI,SOUTHERN ISLANDS,103.83581,1.24299,73,PNSI,14,44,3.14,30
14344,2/2/18,6:00:00,PN,PIONEER,103.67299,1.31259,BM,BUKIT MERAH,103.82311,1.27548,100,PNBM,6,21,3.50,15
14359,2/2/18,6:00:00,PN,PIONEER,103.67299,1.31259,CH,CHANGI,103.99782,1.35081,46,PNCH,25,102,4.08,77
14360,2/2/18,6:00:00,PN,PIONEER,103.67299,1.31259,DT,DOWNTOWN CORE,103.8543,1.28508,50,PNDT,16,40,2.50,24
14371,2/2/18,6:00:00,PN,PIONEER,103.67299,1.31259,HG,HOUGANG,103.8898,1.36364,41,PNHG,23,57,2.48,34
14378,2/2/18,6:00:00,PN,PIONEER,103.67299,1.31259,PG,PUNGGOL,103.91004,1.40536,47,PNPG,28,74,2.64,46
14382,2/2/18,6:00:00,PN,PIONEER,103.67299,1.31259,SB,SEMBAWANG,103.81883,1.45575,43,PNSB,30,69,2.30,39
14392,2/2/18,6:00:00,PN,PIONEER,103.67299,1.31259,SE,SENGKANG,103.8877,1.39127,59,PNSE,30,67,2.23,37
14398,2/2/18,6:00:00,PN,PIONEER,103.67299,1.31259,WD,WOODLANDS,103.78771,1.44068,73,PNWD,25,67,2.68,42
14521,2/2/18,6:00:00,PR,PASIR RIS,103.9483,1.37862,BD,BEDOK,103.92841,1.32405,871,PRBD,16,25,1.56,9
14545,2/2/18,6:00:00,PR,PASIR RIS,103.9483,1.37862,CH,CHANGI,103.99782,1.35081,1031,PRCH,6,50,8.33,44
14569,2/2/18,6:00:00,PR,PASIR RIS,103.9483,1.37862,TM,TAMPINES,103.95422,1.34373,1469,PRTM,6,30,5.00,24
14590,2/2/18,6:00:00,PR,PASIR RIS,103.9483,1.37862,PG,PUNGGOL,103.91004,1.40536,196,PRPG,10,37,3.70,27
14612,2/2/18,6:00:00,PR,PASIR RIS,103.9483,1.37862,PL,PAYA LEBAR,103.91477,1.35939,180,PRPL,15,66,4.40,51
14632,2/2/18,6:00:00,PR,PASIR RIS,103.9483,1.37862,SE,SENGKANG,103.8877,1.39127,227,PRSE,12,34,2.83,22
14652,2/2/18,6:00:00,PR,PASIR RIS,103.9483,1.37862,BM,BUKIT MERAH,103.82311,1.27548,369,PRBM,24,54,2.25,30
14668,2/2/18,6:00:00,PR,PASIR RIS,103.9483,1.37862,GL,GEYLANG,103.88953,1.3209,394,PRGL,21,31,1.48,10
14687,2/2/18,6:00:00,PR,PASIR RIS,103.9483,1.37862,HG,HOUGANG,103.8898,1.36364,224,PRHG,12,33,2.75,21
14706,2/2/18,6:00:00,PR,PASIR RIS,103.9483,1.37862,RC,ROCHOR,103.85325,1.30426,151,PRRC,20,45,2.25,25
14722,2/2/18,6:00:00,PR,PASIR RIS,103.9483,1.37862,AM,ANG MO KIO,103.8421,1.38009,190,PRAM,19,67,3.53,48
14740,2/2/18,6:00:00,PR,PASIR RIS,103.9483,1.37862,BS,BISHAN,103.84042,1.35496,134,PRBS,20,54,2.70,34
14754,2/2/18,6:00:00,PR,PASIR RIS,103.9483,1.37862,DT,DOWNTOWN CORE,103.8543,1.28508,606,PRDT,19,45,2.37,26
14770,2/2/18,6:00:00,PR,PASIR RIS,103.9483,1.37862,KL,KALLANG,103.86643,1.31033,277,PRKL,17,40,2.35,23
14788,2/2/18,6:00:00,PR,PASIR RIS,103.9483,1.37862,MP,MARINE PARADE,103.89627,1.30023,161,PRMP,18,52,2.89,34
14803,2/2/18,6:00:00,PR,PASIR RIS,103.9483,1.37862,NV,NOVENA,103.83531,1.32699,171,PRNV,19,55,2.89,36
14817,2/2/18,6:00:00,PR,PASIR RIS,103.9483,1.37862,PN,PIONEER,103.67299,1.31259,85,PRPN,28,64,2.29,36
14821,2/2/18,6:00:00,PR,PASIR RIS,103.9483,1.37862,QT,QUEENSTOWN,103.78434,1.28916,440,PRQT,29,69,2.38,40
14835,2/2/18,6:00:00,PR,PASIR RIS,103.9483,1.37862,SG,SERANGOON,103.86782,1.3652,143,PRSG,18,45,2.50,27
14853,2/2/18,6:00:00,PR,PASIR RIS,103.9483,1.37862,TP,TOA PAYOH,103.86106,1.33668,173,PRTP,18,66,3.67,48
14870,2/2/18,6:00:00,PR,PASIR RIS,103.9483,1.37862,TS,TUAS,103.63072,1.28389,122,PRTS,46,121,2.63,75
14873,2/2/18,6:00:00,PR,PASIR RIS,103.9483,1.37862,WC,WESTERN WATER CATCHMENT,103.68972,1.38214,69,PRWC,37,93,2.51,56
14878,2/2/18,6:00:00,PR,PASIR RIS,103.9483,1.37862,WD,WOODLANDS,103.78771,1.44068,95,PRWD,23,70,3.04,47
14896,2/2/18,6:00:00,PR,PASIR RIS,103.9483,1.37862,YS,YISHUN,103.83756,1.41544,163,PRYS,21,58,2.76,37
14913,2/2/18,6:00:00,PR,PASIR RIS,103.9483,1.37862,BK,BUKIT BATOK,103.75474,1.35565,72,PRBK,30,70,2.33,40
14920,2/2/18,6:00:00,PR,PASIR RIS,103.9483,1.37862,BL,BOON LAY,103.70223,1.3148,42,PRBL,38,96,2.53,58
14921,2/2/18,6:00:00,PR,PASIR RIS,103.9483,1.37862,BT,BUKIT TIMAH,103.79069,1.32999,90,PRBT,24,61,2.54,37
14928,2/2/18,6:00:00,PR,PASIR RIS,103.9483,1.37862,CK,CHOA CHU KANG,103.74719,1.38555,51,PRCK,32,81,2.53,49
14930,2/2/18,6:00:00,PR,PASIR RIS,103.9483,1.37862,CL,CLEMENTI,103.76074,1.3176,92,PRCL,28,59,2.11,31
14934,2/2/18,6:00:00,PR,PASIR RIS,103.9483,1.37862,JE,JURONG EAST,103.73479,1.32044,127,PRJE,33,64,1.94,31
14943,2/2/18,6:00:00,PR,PASIR RIS,103.9483,1.37862,JW,JURONG WEST,103.70487,1.3416,90,PRJW,39,76,1.95,37
14953,2/2/18,6:00:00,PR,PASIR RIS,103.9483,1.37862,MU,MUSEUM,103.84671,1.29592,46,PRMU,21,43,2.05,22
14957,2/2/18,6:00:00,PR,PASIR RIS,103.9483,1.37862,NT,NEWTON,103.83808,1.30866,51,PRNT,21,55,2.62,34
14960,2/2/18,6:00:00,PR,PASIR RIS,103.9483,1.37862,OR,ORCHARD,103.83358,1.30381,99,PROR,20,52,2.60,32
14974,2/2/18,6:00:00,PR,PASIR RIS,103.9483,1.37862,OT,OUTRAM,103.84206,1.28286,101,PROT,22,44,2.00,22
14987,2/2/18,6:00:00,PR,PASIR RIS,103.9483,1.37862,SB,SEMBAWANG,103.81883,1.45575,63,PRSB,26,77,2.96,51
14996,2/2/18,6:00:00,PR,PASIR RIS,103.9483,1.37862,SK,SUNGEI KADUT,103.75747,1.41807,53,PRSK,24,85,3.54,61
15001,2/2/18,6:00:00,PR,PASIR RIS,103.9483,1.37862,SL,SELETAR,103.87709,1.41434,76,PRSL,12,63,5.25,51
15004,2/2/18,6:00:00,PR,PASIR RIS,103.9483,1.37862,SR,SINGAPORE RIVER,103.84121,1.29011,61,PRSR,26,52,2.00,26
15019,2/2/18,6:00:00,QT,QUEENSTOWN,103.78434,1.28916,BM,BUKIT MERAH,103.82311,1.27548,927,QTBM,8,35,4.38,27
15043,2/2/18,6:00:00,QT,QUEENSTOWN,103.78434,1.28916,BT,BUKIT TIMAH,103.79069,1.32999,527,QTBT,15,37,2.47,22
15067,2/2/18,6:00:00,QT,QUEENSTOWN,103.78434,1.28916,CL,CLEMENTI,103.76074,1.3176,718,QTCL,7,31,4.43,24
15088,2/2/18,6:00:00,QT,QUEENSTOWN,103.78434,1.28916,JW,JURONG WEST,103.70487,1.3416,289,QTJW,18,48,2.67,30
15112,2/2/18,6:00:00,QT,QUEENSTOWN,103.78434,1.28916,TN,TANGLIN,103.8175,1.30828,225,QTTN,12,44,3.67,32
15135,2/2/18,6:00:00,QT,QUEENSTOWN,103.78434,1.28916,JE,JURONG EAST,103.73479,1.32044,352,QTJE,12,35,2.92,23
15154,2/2/18,6:00:00,QT,QUEENSTOWN,103.78434,1.28916,DT,DOWNTOWN CORE,103.8543,1.28508,475,QTDT,15,42,2.80,27
15172,2/2/18,6:00:00,QT,QUEENSTOWN,103.78434,1.28916,BD,BEDOK,103.92841,1.32405,115,QTBD,23,58,2.52,35
15190,2/2/18,6:00:00,QT,QUEENSTOWN,103.78434,1.28916,CH,CHANGI,103.99782,1.35081,176,QTCH,24,105,4.38,81
15208,2/2/18,6:00:00,QT,QUEENSTOWN,103.78434,1.28916,GL,GEYLANG,103.88953,1.3209,123,QTGL,24,51,2.13,27
15226,2/2/18,6:00:00,QT,QUEENSTOWN,103.78434,1.28916,KL,KALLANG,103.86643,1.31033,122,QTKL,19,53,2.79,34
15244,2/2/18,6:00:00,QT,QUEENSTOWN,103.78434,1.28916,NV,NOVENA,103.83531,1.32699,166,QTNV,17,50,2.94,33
15262,2/2/18,6:00:00,QT,QUEENSTOWN,103.78434,1.28916,OT,OUTRAM,103.84206,1.28286,109,QTOT,13,35,2.69,22
15279,2/2/18,6:00:00,QT,QUEENSTOWN,103.78434,1.28916,PN,PIONEER,103.67299,1.31259,158,QTPN,8,28,3.50,20
15294,2/2/18,6:00:00,QT,QUEENSTOWN,103.78434,1.28916,SI,SOUTHERN ISLANDS,103.83581,1.24299,55,QTSI,13,49,3.77,36
15311,2/2/18,6:00:00,QT,QUEENSTOWN,103.78434,1.28916,TM,TAMPINES,103.95422,1.34373,119,QTTM,26,72,2.77,46
15329,2/2/18,6:00:00,QT,QUEENSTOWN,103.78434,1.28916,TS,TUAS,103.63072,1.28389,209,QTTS,25,94,3.76,69
15345,2/2/18,6:00:00,QT,QUEENSTOWN,103.78434,1.28916,AM,ANG MO KIO,103.8421,1.38009,62,QTAM,24,50,2.08,26
15362,2/2/18,6:00:00,QT,QUEENSTOWN,103.78434,1.28916,BK,BUKIT BATOK,103.75474,1.35565,143,QTBK,16,35,2.19,19
15380,2/2/18,6:00:00,QT,QUEENSTOWN,103.78434,1.28916,BL,BOON LAY,103.70223,1.3148,77,QTBL,14,68,4.86,54
15394,2/2/18,6:00:00,QT,QUEENSTOWN,103.78434,1.28916,BP,BUKIT PANJANG,103.77304,1.36674,51,QTBP,18,50,2.78,32
15411,2/2/18,6:00:00,QT,QUEENSTOWN,103.78434,1.28916,BS,BISHAN,103.84042,1.35496,84,QTBS,21,37,1.76,16
15428,2/2/18,6:00:00,QT,QUEENSTOWN,103.78434,1.28916,CK,CHOA CHU KANG,103.74719,1.38555,72,QTCK,20,52,2.60,32
15445,2/2/18,6:00:00,QT,QUEENSTOWN,103.78434,1.28916,HG,HOUGANG,103.8898,1.36364,82,QTHG,23,50,2.17,27
15462,2/2/18,6:00:00,QT,QUEENSTOWN,103.78434,1.28916,MU,MUSEUM,103.84671,1.29592,41,QTMU,15,43,2.87,28
15477,2/2/18,6:00:00,QT,QUEENSTOWN,103.78434,1.28916,NT,NEWTON,103.83808,1.30866,84,QTNT,18,41,2.28,23
15493,2/2/18,6:00:00,QT,QUEENSTOWN,103.78434,1.28916,OR,ORCHARD,103.83358,1.30381,101,QTOR,16,45,2.81,29
15509,2/2/18,6:00:00,QT,QUEENSTOWN,103.78434,1.28916,RC,ROCHOR,103.85325,1.30426,54,QTRC,18,37,2.06,19
15526,2/2/18,6:00:00,QT,QUEENSTOWN,103.78434,1.28916,SB,SEMBAWANG,103.81883,1.45575,76,QTSB,28,59,2.11,31
15542,2/2/18,6:00:00,QT,QUEENSTOWN,103.78434,1.28916,SG,SERANGOON,103.86782,1.3652,63,QTSG,20,48,2.40,28
15559,2/2/18,6:00:00,QT,QUEENSTOWN,103.78434,1.28916,SK,SUNGEI KADUT,103.75747,1.41807,41,QTSK,19,55,2.89,36
15572,2/2/18,6:00:00,QT,QUEENSTOWN,103.78434,1.28916,SR,SINGAPORE RIVER,103.84121,1.29011,46,QTSR,13,42,3.23,29
15589,2/2/18,6:00:00,QT,QUEENSTOWN,103.78434,1.28916,TP,TOA PAYOH,103.86106,1.33668,84,QTTP,21,50,2.38,29
15606,2/2/18,6:00:00,QT,QUEENSTOWN,103.78434,1.28916,WC,WESTERN WATER CATCHMENT,103.68972,1.38214,46,QTWC,21,64,3.05,43
15623,2/2/18,6:00:00,QT,QUEENSTOWN,103.78434,1.28916,WD,WOODLANDS,103.78771,1.44068,109,QTWD,23,66,2.87,43
15640,2/2/18,6:00:00,QT,QUEENSTOWN,103.78434,1.28916,YS,YISHUN,103.83756,1.41544,66,QTYS,30,55,1.83,25
15734,2/2/18,6:00:00,RC,ROCHOR,103.85325,1.30426,BD,BEDOK,103.92841,1.32405,73,RCBD,18,37,2.06,19
15756,2/2/18,6:00:00,RC,ROCHOR,103.85325,1.30426,BM,BUKIT MERAH,103.82311,1.27548,78,RCBM,15,37,2.47,22
