,date,time,origin,origin_name,origin_lon,origin_lat,destination,dest_name,dest_lon,dest_lat,total_count,key,driving,public,ratio,difference
22984,2/2/18,13:00:00,YS,YISHUN,103.83756,1.41544,GL,GEYLANG,103.88953,1.3209,184,YSGL,26,49,1.88,23
23003,2/2/18,13:00:00,YS,YISHUN,103.83756,1.41544,HG,HOUGANG,103.8898,1.36364,193,YSHG,22,48,2.18,26
23022,2/2/18,13:00:00,YS,YISHUN,103.83756,1.41544,KL,KALLANG,103.86643,1.31033,221,YSKL,23,53,2.30,30
23041,2/2/18,13:00:00,YS,YISHUN,103.83756,1.41544,QT,QUEENSTOWN,103.78434,1.28916,157,YSQT,31,55,1.77,24
23059,2/2/18,13:00:00,YS,YISHUN,103.83756,1.41544,SG,SERANGOON,103.86782,1.3652,188,YSSG,16,46,2.88,30
23078,2/2/18,13:00:00,YS,YISHUN,103.83756,1.41544,TM,TAMPINES,103.95422,1.34373,198,YSTM,23,63,2.74,40
23097,2/2/18,13:00:00,YS,YISHUN,103.83756,1.41544,TP,TOA PAYOH,103.86106,1.33668,188,YSTP,21,41,1.95,20
23115,2/2/18,13:00:00,YS,YISHUN,103.83756,1.41544,BT,BUKIT TIMAH,103.79069,1.32999,70,YSBT,26,51,1.96,25
23130,2/2/18,13:00:00,YS,YISHUN,103.83756,1.41544,CK,CHOA CHU KANG,103.74719,1.38555,112,YSCK,26,35,1.35,9
23147,2/2/18,13:00:00,YS,YISHUN,103.83756,1.41544,CL,CLEMENTI,103.76074,1.3176,66,YSCL,27,49,1.81,22
23163,2/2/18,13:00:00,YS,YISHUN,103.83756,1.41544,JE,JURONG EAST,103.73479,1.32044,88,YSJE,32,42,1.31,10
23180,2/2/18,13:00:00,YS,YISHUN,103.83756,1.41544,JW,JURONG WEST,103.70487,1.3416,101,YSJW,32,60,1.88,28
23198,2/2/18,13:00:00,YS,YISHUN,103.83756,1.41544,MD,MANDAI,103.80247,1.42363,217,YSMD,6,21,3.50,15
23216,2/2/18,13:00:00,YS,YISHUN,103.83756,1.41544,NV,NOVENA,103.83531,1.32699,136,YSNV,22,31,1.41,9
23233,2/2/18,13:00:00,YS,YISHUN,103.83756,1.41544,OR,ORCHARD,103.83358,1.30381,126,YSOR,22,39,1.77,17
23249,2/2/18,13:00:00,YS,YISHUN,103.83756,1.41544,OT,OUTRAM,103.84206,1.28286,81,YSOT,24,47,1.96,23
23264,2/2/18,13:00:00,YS,YISHUN,103.83756,1.41544,PG,PUNGGOL,103.91004,1.40536,119,YSPG,16,49,3.06,33
23286,2/2/18,13:00:00,YS,YISHUN,103.83756,1.41544,PR,PASIR RIS,103.9483,1.37862,92,YSPR,20,73,3.65,53
23304,2/2/18,13:00:00,YS,YISHUN,103.83756,1.41544,RC,ROCHOR,103.85325,1.30426,149,YSRC,21,40,1.90,19
23321,2/2/18,13:00:00,YS,YISHUN,103.83756,1.41544,SE,SENGKANG,103.8877,1.39127,209,YSSE,19,50,2.63,31
23339,2/2/18,13:00:00,YS,YISHUN,103.83756,1.41544,SK,SUNGEI KADUT,103.75747,1.41807,70,YSSK,18,43,2.39,25
23354,2/2/18,13:00:00,YS,YISHUN,103.83756,1.41544,TS,TUAS,103.63072,1.28389,43,YSTS,40,106,2.65,66
23369,2/2/18,13:00:00,YS,YISHUN,103.83756,1.41544,BP,BUKIT PANJANG,103.77304,1.36674,84,YSBP,23,47,2.04,24
23390,2/2/18,13:00:00,YS,YISHUN,103.83756,1.41544,MU,MUSEUM,103.84671,1.29592,49,YSMU,23,39,1.70,16
23399,2/2/18,13:00:00,YS,YISHUN,103.83756,1.41544,NT,NEWTON,103.83808,1.30866,41,YSNT,22,39,1.77,17
23416,2/2/18,13:00:00,YS,YISHUN,103.83756,1.41544,SR,SINGAPORE RIVER,103.84121,1.29011,46,YSSR,27,54,2.00,27
23444,2/2/18,13:00:00,YS,YISHUN,103.83756,1.41544,CC,CENTRAL WATER CATCHMENT,103.80119,1.37666,105,YSCC,21,50,2.38,29
14,2/2/18,14:00:00,AM,ANG MO KIO,103.8421,1.38009,BS,BISHAN,103.84042,1.35496,1219,AMBS,7,20,2.86,13
38,2/2/18,14:00:00,AM,ANG MO KIO,103.8421,1.38009,HG,HOUGANG,103.8898,1.36364,730,AMHG,14,47,3.36,33
60,2/2/18,14:00:00,AM,ANG MO KIO,103.8421,1.38009,SE,SENGKANG,103.8877,1.39127,466,AMSE,17,52,3.06,35
84,2/2/18,14:00:00,AM,ANG MO KIO,103.8421,1.38009,SG,SERANGOON,103.86782,1.3652,1497,AMSG,8,30,3.75,22
108,2/2/18,14:00:00,AM,ANG MO KIO,103.8421,1.38009,YS,YISHUN,103.83756,1.41544,868,AMYS,15,26,1.73,11
131,2/2/18,14:00:00,AM,ANG MO KIO,103.8421,1.38009,TP,TOA PAYOH,103.86106,1.33668,440,AMTP,13,37,2.85,24
151,2/2/18,14:00:00,AM,ANG MO KIO,103.8421,1.38009,WD,WOODLANDS,103.78771,1.44068,505,AMWD,17,38,2.24,21
171,2/2/18,14:00:00,AM,ANG MO KIO,103.8421,1.38009,BD,BEDOK,103.92841,1.32405,274,AMBD,20,58,2.90,38
190,2/2/18,14:00:00,AM,ANG MO KIO,103.8421,1.38009,BM,BUKIT MERAH,103.82311,1.27548,250,AMBM,18,53,2.94,35
209,2/2/18,14:00:00,AM,ANG MO KIO,103.8421,1.38009,CH,CHANGI,103.99782,1.35081,86,AMCH,22,104,4.73,82
228,2/2/18,14:00:00,AM,ANG MO KIO,103.8421,1.38009,DT,DOWNTOWN CORE,103.8543,1.28508,331,AMDT,18,39,2.17,21
246,2/2/18,14:00:00,AM,ANG MO KIO,103.8421,1.38009,GL,GEYLANG,103.88953,1.3209,360,AMGL,18,43,2.39,25
265,2/2/18,14:00:00,AM,ANG MO KIO,103.8421,1.38009,KL,KALLANG,103.86643,1.31033,367,AMKL,15,47,3.13,32
284,2/2/18,14:00:00,AM,ANG MO KIO,103.8421,1.38009,NV,NOVENA,103.83531,1.32699,339,AMNV,12,25,2.08,13
303,2/2/18,14:00:00,AM,ANG MO KIO,103.8421,1.38009,SB,SEMBAWANG,103.81883,1.45575,266,AMSB,20,31,1.55,11
322,2/2/18,14:00:00,AM,ANG MO KIO,103.8421,1.38009,TM,TAMPINES,103.95422,1.34373,274,AMTM,22,67,3.05,45
340,2/2/18,14:00:00,AM,ANG MO KIO,103.8421,1.38009,BK,BUKIT BATOK,103.75474,1.35565,138,AMBK,21,56,2.67,35
358,2/2/18,14:00:00,AM,ANG MO KIO,103.8421,1.38009,BT,BUKIT TIMAH,103.79069,1.32999,92,AMBT,14,32,2.29,18
375,2/2/18,14:00:00,AM,ANG MO KIO,103.8421,1.38009,CL,CLEMENTI,103.76074,1.3176,59,AMCL,19,58,3.05,39
391,2/2/18,14:00:00,AM,ANG MO KIO,103.8421,1.38009,JE,JURONG EAST,103.73479,1.32044,93,AMJE,24,57,2.38,33
407,2/2/18,14:00:00,AM,ANG MO KIO,103.8421,1.38009,JW,JURONG WEST,103.70487,1.3416,109,AMJW,30,76,2.53,46
425,2/2/18,14:00:00,AM,ANG MO KIO,103.8421,1.38009,NT,NEWTON,103.83808,1.30866,41,AMNT,14,33,2.36,19
440,2/2/18,14:00:00,AM,ANG MO KIO,103.8421,1.38009,OR,ORCHARD,103.83358,1.30381,196,AMOR,14,34,2.43,20
457,2/2/18,14:00:00,AM,ANG MO KIO,103.8421,1.38009,OT,OUTRAM,103.84206,1.28286,128,AMOT,16,42,2.63,26
468,2/2/18,14:00:00,AM,ANG MO KIO,103.8421,1.38009,PL,PAYA LEBAR,103.91477,1.35939,53,AMPL,17,65,3.82,48
484,2/2/18,14:00:00,AM,ANG MO KIO,103.8421,1.38009,PR,PASIR RIS,103.9483,1.37862,80,AMPR,19,70,3.68,51
502,2/2/18,14:00:00,AM,ANG MO KIO,103.8421,1.38009,QT,QUEENSTOWN,103.78434,1.28916,211,AMQT,21,50,2.38,29
519,2/2/18,14:00:00,AM,ANG MO KIO,103.8421,1.38009,RC,ROCHOR,103.85325,1.30426,190,AMRC,13,34,2.62,21
537,2/2/18,14:00:00,AM,ANG MO KIO,103.8421,1.38009,TN,TANGLIN,103.8175,1.30828,72,AMTN,16,47,2.94,31
558,2/2/18,14:00:00,AM,ANG MO KIO,103.8421,1.38009,BP,BUKIT PANJANG,103.77304,1.36674,84,AMBP,21,61,2.90,40
574,2/2/18,14:00:00,AM,ANG MO KIO,103.8421,1.38009,CK,CHOA CHU KANG,103.74719,1.38555,123,AMCK,26,50,1.92,24
590,2/2/18,14:00:00,AM,ANG MO KIO,103.8421,1.38009,MP,MARINE PARADE,103.89627,1.30023,55,AMMP,17,63,3.71,46
602,2/2/18,14:00:00,AM,ANG MO KIO,103.8421,1.38009,MU,MUSEUM,103.84671,1.29592,49,AMMU,16,34,2.13,18
615,2/2/18,14:00:00,AM,ANG MO KIO,103.8421,1.38009,PG,PUNGGOL,103.91004,1.40536,190,AMPG,15,57,3.80,42
639,2/2/18,14:00:00,AM,ANG MO KIO,103.8421,1.38009,SK,SUNGEI KADUT,103.75747,1.41807,49,AMSK,18,58,3.22,40
654,2/2/18,14:00:00,AM,ANG MO KIO,103.8421,1.38009,SR,SINGAPORE RIVER,103.84121,1.29011,47,AMSR,19,49,2.58,30
672,2/2/18,14:00:00,AM,ANG MO KIO,103.8421,1.38009,SL,SELETAR,103.87709,1.41434,46,AMSL,11,50,4.55,39
694,2/2/18,14:00:00,BD,BEDOK,103.92841,1.32405,CH,CHANGI,103.99782,1.35081,464,BDCH,10,56,5.60,46
718,2/2/18,14:00:00,BD,BEDOK,103.92841,1.32405,GL,GEYLANG,103.88953,1.3209,1774,BDGL,16,21,1.31,5
742,2/2/18,14:00:00,BD,BEDOK,103.92841,1.32405,HG,HOUGANG,103.8898,1.36364,497,BDHG,18,49,2.72,31
766,2/2/18,14:00:00,BD,BEDOK,103.92841,1.32405,MP,MARINE PARADE,103.89627,1.30023,1100,BDMP,14,31,2.21,17
789,2/2/18,14:00:00,BD,BEDOK,103.92841,1.32405,PR,PASIR RIS,103.9483,1.37862,560,BDPR,15,27,1.80,12
813,2/2/18,14:00:00,BD,BEDOK,103.92841,1.32405,TM,TAMPINES,103.95422,1.34373,2815,BDTM,12,32,2.67,20
834,2/2/18,14:00:00,BD,BEDOK,103.92841,1.32405,KL,KALLANG,103.86643,1.31033,594,BDKL,15,31,2.07,16
854,2/2/18,14:00:00,BD,BEDOK,103.92841,1.32405,PL,PAYA LEBAR,103.91477,1.35939,147,BDPL,13,56,4.31,43
874,2/2/18,14:00:00,BD,BEDOK,103.92841,1.32405,DT,DOWNTOWN CORE,103.8543,1.28508,595,BDDT,17,35,2.06,18
893,2/2/18,14:00:00,BD,BEDOK,103.92841,1.32405,BM,BUKIT MERAH,103.82311,1.27548,427,BDBM,18,44,2.44,26
912,2/2/18,14:00:00,BD,BEDOK,103.92841,1.32405,QT,QUEENSTOWN,103.78434,1.28916,234,BDQT,23,60,2.61,37
931,2/2/18,14:00:00,BD,BEDOK,103.92841,1.32405,SG,SERANGOON,103.86782,1.3652,215,BDSG,17,51,3.00,34
949,2/2/18,14:00:00,BD,BEDOK,103.92841,1.32405,AM,ANG MO KIO,103.8421,1.38009,238,BDAM,22,57,2.59,35
967,2/2/18,14:00:00,BD,BEDOK,103.92841,1.32405,BK,BUKIT BATOK,103.75474,1.35565,88,BDBK,26,62,2.38,36
985,2/2/18,14:00:00,BD,BEDOK,103.92841,1.32405,BS,BISHAN,103.84042,1.35496,203,BDBS,18,45,2.50,27
1003,2/2/18,14:00:00,BD,BEDOK,103.92841,1.32405,BT,BUKIT TIMAH,103.79069,1.32999,92,BDBT,20,54,2.70,34
1020,2/2/18,14:00:00,BD,BEDOK,103.92841,1.32405,CL,CLEMENTI,103.76074,1.3176,90,BDCL,24,50,2.08,26
1037,2/2/18,14:00:00,BD,BEDOK,103.92841,1.32405,JE,JURONG EAST,103.73479,1.32044,134,BDJE,29,54,1.86,25
1054,2/2/18,14:00:00,BD,BEDOK,103.92841,1.32405,JW,JURONG WEST,103.70487,1.3416,108,BDJW,35,66,1.89,31
1072,2/2/18,14:00:00,BD,BEDOK,103.92841,1.32405,NV,NOVENA,103.83531,1.32699,158,BDNV,15,45,3.00,30
1090,2/2/18,14:00:00,BD,BEDOK,103.92841,1.32405,OR,ORCHARD,103.83358,1.30381,243,BDOR,17,42,2.47,25
1107,2/2/18,14:00:00,BD,BEDOK,103.92841,1.32405,OT,OUTRAM,103.84206,1.28286,180,BDOT,20,44,2.20,24
1130,2/2/18,14:00:00,BD,BEDOK,103.92841,1.32405,RC,ROCHOR,103.85325,1.30426,366,BDRC,16,37,2.31,21
1148,2/2/18,14:00:00,BD,BEDOK,103.92841,1.32405,SB,SEMBAWANG,103.81883,1.45575,107,BDSB,33,67,2.03,34
1165,2/2/18,14:00:00,BD,BEDOK,103.92841,1.32405,SE,SENGKANG,103.8877,1.39127,302,BDSE,22,59,2.68,37
1183,2/2/18,14:00:00,BD,BEDOK,103.92841,1.32405,TN,TANGLIN,103.8175,1.30828,78,BDTN,21,60,2.86,39
1199,2/2/18,14:00:00,BD,BEDOK,103.92841,1.32405,TP,TOA PAYOH,103.86106,1.33668,331,BDTP,15,64,4.27,49
1231,2/2/18,14:00:00,BD,BEDOK,103.92841,1.32405,WD,WOODLANDS,103.78771,1.44068,162,BDWD,30,74,2.47,44
1249,2/2/18,14:00:00,BD,BEDOK,103.92841,1.32405,YS,YISHUN,103.83756,1.41544,149,BDYS,28,62,2.21,34
1269,2/2/18,14:00:00,BD,BEDOK,103.92841,1.32405,BP,BUKIT PANJANG,103.77304,1.36674,66,BDBP,26,66,2.54,40
1285,2/2/18,14:00:00,BD,BEDOK,103.92841,1.32405,CK,CHOA CHU KANG,103.74719,1.38555,51,BDCK,31,71,2.29,40
1302,2/2/18,14:00:00,BD,BEDOK,103.92841,1.32405,MU,MUSEUM,103.84671,1.29592,68,BDMU,18,38,2.11,20
1316,2/2/18,14:00:00,BD,BEDOK,103.92841,1.32405,NT,NEWTON,103.83808,1.30866,54,BDNT,17,50,2.94,33
1330,2/2/18,14:00:00,BD,BEDOK,103.92841,1.32405,PG,PUNGGOL,103.91004,1.40536,154,BDPG,20,64,3.20,44
1346,2/2/18,14:00:00,BD,BEDOK,103.92841,1.32405,SI,SOUTHERN ISLANDS,103.83581,1.24299,55,BDSI,13,42,3.23,29
1352,2/2/18,14:00:00,BD,BEDOK,103.92841,1.32405,SK,SUNGEI KADUT,103.75747,1.41807,41,BDSK,28,75,2.68,47
1373,2/2/18,14:00:00,BD,BEDOK,103.92841,1.32405,SR,SINGAPORE RIVER,103.84121,1.29011,84,BDSR,22,52,2.36,30
1410,2/2/18,14:00:00,BK,BUKIT BATOK,103.75474,1.35565,BP,BUKIT PANJANG,103.77304,1.36674,717,BKBP,7,27,3.86,20
1434,2/2/18,14:00:00,BK,BUKIT BATOK,103.75474,1.35565,CK,CHOA CHU KANG,103.74719,1.38555,694,BKCK,10,36,3.60,26
1458,2/2/18,14:00:00,BK,BUKIT BATOK,103.75474,1.35565,CL,CLEMENTI,103.76074,1.3176,378,BKCL,11,38,3.45,27
1482,2/2/18,14:00:00,BK,BUKIT BATOK,103.75474,1.35565,JE,JURONG EAST,103.73479,1.32044,861,BKJE,14,43,3.07,29
1506,2/2/18,14:00:00,BK,BUKIT BATOK,103.75474,1.35565,JW,JURONG WEST,103.70487,1.3416,521,BKJW,21,71,3.38,50
1529,2/2/18,14:00:00,BK,BUKIT BATOK,103.75474,1.35565,BT,BUKIT TIMAH,103.79069,1.32999,433,BKBT,17,29,1.71,12
1548,2/2/18,14:00:00,BK,BUKIT BATOK,103.75474,1.35565,PN,PIONEER,103.67299,1.31259,74,BKPN,19,51,2.68,32
1563,2/2/18,14:00:00,BK,BUKIT BATOK,103.75474,1.35565,QT,QUEENSTOWN,103.78434,1.28916,344,BKQT,15,43,2.87,28
1582,2/2/18,14:00:00,BK,BUKIT BATOK,103.75474,1.35565,TS,TUAS,103.63072,1.28389,69,BKTS,28,109,3.89,81
1598,2/2/18,14:00:00,BK,BUKIT BATOK,103.75474,1.35565,WD,WOODLANDS,103.78771,1.44068,248,BKWD,15,47,3.13,32
1616,2/2/18,14:00:00,BK,BUKIT BATOK,103.75474,1.35565,AM,ANG MO KIO,103.8421,1.38009,74,BKAM,24,54,2.25,30
1633,2/2/18,14:00:00,BK,BUKIT BATOK,103.75474,1.35565,BD,BEDOK,103.92841,1.32405,109,BKBD,25,60,2.40,35
1656,2/2/18,14:00:00,BK,BUKIT BATOK,103.75474,1.35565,BM,BUKIT MERAH,103.82311,1.27548,216,BKBM,20,56,2.80,36
1674,2/2/18,14:00:00,BK,BUKIT BATOK,103.75474,1.35565,BS,BISHAN,103.84042,1.35496,77,BKBS,20,46,2.30,26
1705,2/2/18,14:00:00,BK,BUKIT BATOK,103.75474,1.35565,DT,DOWNTOWN CORE,103.8543,1.28508,196,BKDT,24,52,2.17,28
1722,2/2/18,14:00:00,BK,BUKIT BATOK,103.75474,1.35565,GL,GEYLANG,103.88953,1.3209,153,BKGL,24,55,2.29,31
1739,2/2/18,14:00:00,BK,BUKIT BATOK,103.75474,1.35565,HG,HOUGANG,103.8898,1.36364,74,BKHG,23,52,2.26,29
1757,2/2/18,14:00:00,BK,BUKIT BATOK,103.75474,1.35565,KL,KALLANG,103.86643,1.31033,135,BKKL,21,56,2.67,35
1774,2/2/18,14:00:00,BK,BUKIT BATOK,103.75474,1.35565,NV,NOVENA,103.83531,1.32699,100,BKNV,16,41,2.56,25
1791,2/2/18,14:00:00,BK,BUKIT BATOK,103.75474,1.35565,RC,ROCHOR,103.85325,1.30426,131,BKRC,20,34,1.70,14
1807,2/2/18,14:00:00,BK,BUKIT BATOK,103.75474,1.35565,SB,SEMBAWANG,103.81883,1.45575,78,BKSB,20,57,2.85,37
1824,2/2/18,14:00:00,BK,BUKIT BATOK,103.75474,1.35565,SG,SERANGOON,103.86782,1.3652,58,BKSG,20,58,2.90,38
1840,2/2/18,14:00:00,BK,BUKIT BATOK,103.75474,1.35565,TM,TAMPINES,103.95422,1.34373,124,BKTM,28,82,2.93,54
1857,2/2/18,14:00:00,BK,BUKIT BATOK,103.75474,1.35565,WC,WESTERN WATER CATCHMENT,103.68972,1.38214,58,BKWC,20,79,3.95,59
1875,2/2/18,14:00:00,BK,BUKIT BATOK,103.75474,1.35565,YS,YISHUN,103.83756,1.41544,132,BKYS,23,58,2.52,35
1898,2/2/18,14:00:00,BK,BUKIT BATOK,103.75474,1.35565,OR,ORCHARD,103.83358,1.30381,81,BKOR,21,47,2.24,26
1912,2/2/18,14:00:00,BK,BUKIT BATOK,103.75474,1.35565,OT,OUTRAM,103.84206,1.28286,69,BKOT,24,46,1.92,22
1927,2/2/18,14:00:00,BK,BUKIT BATOK,103.75474,1.35565,SE,SENGKANG,103.8877,1.39127,42,BKSE,28,63,2.25,35
1941,2/2/18,14:00:00,BK,BUKIT BATOK,103.75474,1.35565,SK,SUNGEI KADUT,103.75747,1.41807,66,BKSK,12,32,2.67,20
1966,2/2/18,14:00:00,BK,BUKIT BATOK,103.75474,1.35565,TN,TANGLIN,103.8175,1.30828,43,BKTN,17,54,3.18,37
1980,2/2/18,14:00:00,BK,BUKIT BATOK,103.75474,1.35565,TP,TOA PAYOH,103.86106,1.33668,97,BKTP,17,57,3.35,40
2011,2/2/18,14:00:00,BL,BOON LAY,103.70223,1.3148,JW,JURONG WEST,103.70487,1.3416,668,BLJW,9,26,2.89,17
2034,2/2/18,14:00:00,BL,BOON LAY,103.70223,1.3148,JE,JURONG EAST,103.73479,1.32044,292,BLJE,11,43,3.91,32
2054,2/2/18,14:00:00,BL,BOON LAY,103.70223,1.3148,PN,PIONEER,103.67299,1.31259,406,BLPN,16,69,4.31,53
2072,2/2/18,14:00:00,BL,BOON LAY,103.70223,1.3148,TS,TUAS,103.63072,1.28389,170,BLTS,18,77,4.28,59
2087,2/2/18,14:00:00,BL,BOON LAY,103.70223,1.3148,BM,BUKIT MERAH,103.82311,1.27548,68,BLBM,16,63,3.94,47
2097,2/2/18,14:00:00,BL,BOON LAY,103.70223,1.3148,CL,CLEMENTI,103.76074,1.3176,65,BLCL,10,44,4.40,34
2111,2/2/18,14:00:00,BL,BOON LAY,103.70223,1.3148,QT,QUEENSTOWN,103.78434,1.28916,58,BLQT,11,62,5.64,51
2130,2/2/18,14:00:00,BL,BOON LAY,103.70223,1.3148,BK,BUKIT BATOK,103.75474,1.35565,65,BLBK,19,75,3.95,56
2137,2/2/18,14:00:00,BL,BOON LAY,103.70223,1.3148,GL,GEYLANG,103.88953,1.3209,47,BLGL,31,76,2.45,45
2142,2/2/18,14:00:00,BL,BOON LAY,103.70223,1.3148,WD,WOODLANDS,103.78771,1.44068,63,BLWD,27,72,2.67,45
2204,2/2/18,14:00:00,BM,BUKIT MERAH,103.82311,1.27548,DT,DOWNTOWN CORE,103.8543,1.28508,1638,BMDT,9,29,3.22,20
2228,2/2/18,14:00:00,BM,BUKIT MERAH,103.82311,1.27548,OT,OUTRAM,103.84206,1.28286,896,BMOT,7,26,3.71,19
2252,2/2/18,14:00:00,BM,BUKIT MERAH,103.82311,1.27548,QT,QUEENSTOWN,103.78434,1.28916,2159,BMQT,10,40,4.00,30
2276,2/2/18,14:00:00,BM,BUKIT MERAH,103.82311,1.27548,SI,SOUTHERN ISLANDS,103.83581,1.24299,1046,BMSI,8,36,4.50,28
2297,2/2/18,14:00:00,BM,BUKIT MERAH,103.82311,1.27548,SR,SINGAPORE RIVER,103.84121,1.29011,321,BMSR,7,32,4.57,25
2317,2/2/18,14:00:00,BM,BUKIT MERAH,103.82311,1.27548,BD,BEDOK,103.92841,1.32405,463,BMBD,17,46,2.71,29
2337,2/2/18,14:00:00,BM,BUKIT MERAH,103.82311,1.27548,GL,GEYLANG,103.88953,1.3209,535,BMGL,19,40,2.11,21
2358,2/2/18,14:00:00,BM,BUKIT MERAH,103.82311,1.27548,KL,KALLANG,103.86643,1.31033,630,BMKL,14,37,2.64,23
2378,2/2/18,14:00:00,BM,BUKIT MERAH,103.82311,1.27548,JW,JURONG WEST,103.70487,1.3416,383,BMJW,23,49,2.13,26
2397,2/2/18,14:00:00,BM,BUKIT MERAH,103.82311,1.27548,RV,RIVER VALLEY,103.83397,1.29805,216,BMRV,7,31,4.43,24
2416,2/2/18,14:00:00,BM,BUKIT MERAH,103.82311,1.27548,CH,CHANGI,103.99782,1.35081,167,BMCH,18,94,5.22,76
2435,2/2/18,14:00:00,BM,BUKIT MERAH,103.82311,1.27548,JE,JURONG EAST,103.73479,1.32044,358,BMJE,17,36,2.12,19
2453,2/2/18,14:00:00,BM,BUKIT MERAH,103.82311,1.27548,AM,ANG MO KIO,103.8421,1.38009,352,BMAM,19,56,2.95,37
2471,2/2/18,14:00:00,BM,BUKIT MERAH,103.82311,1.27548,BS,BISHAN,103.84042,1.35496,298,BMBS,15,50,3.33,35
2489,2/2/18,14:00:00,BM,BUKIT MERAH,103.82311,1.27548,BT,BUKIT TIMAH,103.79069,1.32999,265,BMBT,15,33,2.20,18
2507,2/2/18,14:00:00,BM,BUKIT MERAH,103.82311,1.27548,CL,CLEMENTI,103.76074,1.3176,431,BMCL,12,32,2.67,20
2526,2/2/18,14:00:00,BM,BUKIT MERAH,103.82311,1.27548,NV,NOVENA,103.83531,1.32699,306,BMNV,12,43,3.58,31
2544,2/2/18,14:00:00,BM,BUKIT MERAH,103.82311,1.27548,OR,ORCHARD,103.83358,1.30381,552,BMOR,10,28,2.80,18
2562,2/2/18,14:00:00,BM,BUKIT MERAH,103.82311,1.27548,PN,PIONEER,103.67299,1.31259,81,BMPN,5,19,3.80,14
2577,2/2/18,14:00:00,BM,BUKIT MERAH,103.82311,1.27548,RC,ROCHOR,103.85325,1.30426,460,BMRC,12,37,3.08,25
2595,2/2/18,14:00:00,BM,BUKIT MERAH,103.82311,1.27548,TM,TAMPINES,103.95422,1.34373,419,BMTM,20,62,3.10,42
2613,2/2/18,14:00:00,BM,BUKIT MERAH,103.82311,1.27548,TN,TANGLIN,103.8175,1.30828,369,BMTN,11,51,4.64,40
2631,2/2/18,14:00:00,BM,BUKIT MERAH,103.82311,1.27548,TP,TOA PAYOH,103.86106,1.33668,297,BMTP,16,59,3.69,43
2648,2/2/18,14:00:00,BM,BUKIT MERAH,103.82311,1.27548,BK,BUKIT BATOK,103.75474,1.35565,302,BMBK,21,53,2.52,32
2664,2/2/18,14:00:00,BM,BUKIT MERAH,103.82311,1.27548,BL,BOON LAY,103.70223,1.3148,53,BMBL,19,69,3.63,50
2674,2/2/18,14:00:00,BM,BUKIT MERAH,103.82311,1.27548,BP,BUKIT PANJANG,103.77304,1.36674,142,BMBP,23,59,2.57,36
2691,2/2/18,14:00:00,BM,BUKIT MERAH,103.82311,1.27548,CK,CHOA CHU KANG,103.74719,1.38555,173,BMCK,25,53,2.12,28
2708,2/2/18,14:00:00,BM,BUKIT MERAH,103.82311,1.27548,HG,HOUGANG,103.8898,1.36364,289,BMHG,18,51,2.83,33
2725,2/2/18,14:00:00,BM,BUKIT MERAH,103.82311,1.27548,MP,MARINE PARADE,103.89627,1.30023,142,BMMP,11,57,5.18,46
2742,2/2/18,14:00:00,BM,BUKIT MERAH,103.82311,1.27548,MU,MUSEUM,103.84671,1.29592,135,BMMU,9,34,3.78,25
2759,2/2/18,14:00:00,BM,BUKIT MERAH,103.82311,1.27548,NT,NEWTON,103.83808,1.30866,136,BMNT,12,37,3.08,25
2776,2/2/18,14:00:00,BM,BUKIT MERAH,103.82311,1.27548,PR,PASIR RIS,103.9483,1.37862,144,BMPR,22,57,2.59,35
2793,2/2/18,14:00:00,BM,BUKIT MERAH,103.82311,1.27548,SB,SEMBAWANG,103.81883,1.45575,142,BMSB,30,65,2.17,35
2810,2/2/18,14:00:00,BM,BUKIT MERAH,103.82311,1.27548,SE,SENGKANG,103.8877,1.39127,209,BMSE,24,61,2.54,37
2827,2/2/18,14:00:00,BM,BUKIT MERAH,103.82311,1.27548,SG,SERANGOON,103.86782,1.3652,252,BMSG,14,67,4.79,53
2841,2/2/18,14:00:00,BM,BUKIT MERAH,103.82311,1.27548,SK,SUNGEI KADUT,103.75747,1.41807,55,BMSK,24,52,2.17,28
2856,2/2/18,14:00:00,BM,BUKIT MERAH,103.82311,1.27548,TS,TUAS,103.63072,1.28389,86,BMTS,30,95,3.17,65
2885,2/2/18,14:00:00,BM,BUKIT MERAH,103.82311,1.27548,WD,WOODLANDS,103.78771,1.44068,220,BMWD,27,65,2.41,38
2902,2/2/18,14:00:00,BM,BUKIT MERAH,103.82311,1.27548,YS,YISHUN,103.83756,1.41544,219,BMYS,25,60,2.40,35
2917,2/2/18,14:00:00,BM,BUKIT MERAH,103.82311,1.27548,PG,PUNGGOL,103.91004,1.40536,144,BMPG,22,68,3.09,46
2945,2/2/18,14:00:00,BP,BUKIT PANJANG,103.77304,1.36674,BK,BUKIT BATOK,103.75474,1.35565,707,BPBK,10,28,2.80,18
2969,2/2/18,14:00:00,BP,BUKIT PANJANG,103.77304,1.36674,CK,CHOA CHU KANG,103.74719,1.38555,788,BPCK,9,21,2.33,12
2990,2/2/18,14:00:00,BP,BUKIT PANJANG,103.77304,1.36674,SK,SUNGEI KADUT,103.75747,1.41807,135,BPSK,12,26,2.17,14
3009,2/2/18,14:00:00,BP,BUKIT PANJANG,103.77304,1.36674,WD,WOODLANDS,103.78771,1.44068,209,BPWD,14,39,2.79,25
3028,2/2/18,14:00:00,BP,BUKIT PANJANG,103.77304,1.36674,JW,JURONG WEST,103.70487,1.3416,147,BPJW,21,65,3.10,44
